account,uid_city,result,city,currency,chart_of_account,country_iso,date,identifier
319,3313,30639.46,Courroux,CHF,MCH2,CH,31.12.2022,to_be_defined
319,2654,28928.96,Courtételle,CHF,MCH2,CH,31.12.2022,to_be_defined
319,12636,128765.7,Delémont,CHF,MCH2,CH,31.12.2022,to_be_defined
319,1360,59525.9,Develier,CHF,MCH2,CH,31.12.2022,to_be_defined
319,112,8853.1,Ederswiler,CHF,MCH2,CH,31.12.2022,to_be_defined
319,7319,13981.1,Haute-Sorne,CHF,MCH2,CH,31.12.2022,to_be_defined
319,522,1106.6,Mervelier,CHF,MCH2,CH,31.12.2022,to_be_defined
319,106,2333.75,Mettembert,CHF,MCH2,CH,31.12.2022,to_be_defined
319,425,0,Movelier,CHF,MCH2,CH,31.12.2022,to_be_defined
319,350,10853.15,Pleigne,CHF,MCH2,CH,31.12.2022,to_be_defined
319,733,6452.1,Rossemaison,CHF,MCH2,CH,31.12.2022,to_be_defined
319,270,1801.45,Saulcy,CHF,MCH2,CH,31.12.2022,to_be_defined
319,417,2995.7,Soyhières,CHF,MCH2,CH,31.12.2022,to_be_defined
319,3285,9967.35,Val Terbi,CHF,MCH2,CH,31.12.2022,to_be_defined
319,308,2584.85,Le Bémont,CHF,MCH2,CH,31.12.2022,to_be_defined
319,1258,14096.05,Les Bois,CHF,MCH2,CH,31.12.2022,to_be_defined
319,1524,16610.8,Les Breuleux,CHF,MCH2,CH,31.12.2022,to_be_defined
319,87,756,La Chaux-B.,CHF,MCH2,CH,31.12.2022,to_be_defined
319,156,3185.15,Les Enfers,CHF,MCH2,CH,31.12.2022,to_be_defined
319,510,1437.6,Les Genevez,CHF,MCH2,CH,31.12.2022,to_be_defined
319,705,14298.7,Lajoux,CHF,MCH2,CH,31.12.2022,to_be_defined
319,551,1235.85,Montfaucon,CHF,MCH2,CH,31.12.2022,to_be_defined
319,511,124.4,Muriaux,CHF,MCH2,CH,31.12.2022,to_be_defined
319,1902,23818.3,Le Noirmont,CHF,MCH2,CH,31.12.2022,to_be_defined
319,2575,28505.2,Saignelégier,CHF,MCH2,CH,31.12.2022,to_be_defined
319,228,1271.95,Saint-Brais,CHF,MCH2,CH,31.12.2022,to_be_defined
319,118,3301.9,Soubey,CHF,MCH2,CH,31.12.2022,to_be_defined
319,1882,6634.15,Alle,CHF,MCH2,CH,31.12.2022,to_be_defined
319,1114,29581.15,La Baroche,CHF,MCH2,CH,31.12.2022,to_be_defined
319,1217,6402.15,Basse-Allaine,CHF,MCH2,CH,31.12.2022,to_be_defined
319,117,0,Beurnevésin,CHF,MCH2,CH,31.12.2022,to_be_defined
319,1205,30844.53,Boncourt,CHF,MCH2,CH,31.12.2022,to_be_defined
319,625,2037.95,Bonfol,CHF,MCH2,CH,31.12.2022,to_be_defined
319,631,1430.1,Bure,CHF,MCH2,CH,31.12.2022,to_be_defined
319,1275,21819.55,Clos du Doubs,CHF,MCH2,CH,31.12.2022,to_be_defined
319,718,6497.5,Coeuve,CHF,MCH2,CH,31.12.2022,to_be_defined
319,1018,15202.5,Cornol,CHF,MCH2,CH,31.12.2022,to_be_defined
319,293,4275.05,Courchavon,CHF,MCH2,CH,31.12.2022,to_be_defined
319,2435,21000,Courgenay,CHF,MCH2,CH,31.12.2022,to_be_defined
319,786,12381.95,Courtedoux,CHF,MCH2,CH,31.12.2022,to_be_defined
319,184,2647.75,Damphreux,CHF,MCH2,CH,31.12.2022,to_be_defined
319,333,0,Fahy,CHF,MCH2,CH,31.12.2022,to_be_defined
319,1674,4018.16,Fontenais,CHF,MCH2,CH,31.12.2022,to_be_defined
319,391,2473.1,Grandfontaine,CHF,MCH2,CH,31.12.2022,to_be_defined
319,1052,7493.8,Haute-Ajoie,CHF,MCH2,CH,31.12.2022,to_be_defined
319,186,3594.2,Lugnez,CHF,MCH2,CH,31.12.2022,to_be_defined
319,6441,190850.1,Porrentruy,CHF,MCH2,CH,31.12.2022,to_be_defined
319,546,4756.55,Vendlincourt,CHF,MCH2,CH,31.12.2022,to_be_defined
319,73865,860567.73,Total,CHF,MCH2,CH,31.12.2022,to_be_defined
319,39309,375400.73999999993,Delémont,CHF,MCH2,CH,31.12.2022,to_be_defined
319,10433,111226.74999999999,Franches-Montagnes,CHF,MCH2,CH,31.12.2022,to_be_defined
319,24123,373940.24000000005,Porrentruy,CHF,MCH2,CH,31.12.2022,to_be_defined
330,951,273439.17,Boécourt,CHF,MCH2,CH,31.12.2022,to_be_defined
330,258,70754,Bourrignon,CHF,MCH2,CH,31.12.2022,to_be_defined
330,471,76768.65,Châtillon,CHF,MCH2,CH,31.12.2022,to_be_defined
330,441,93170.3,Courchapoix,CHF,MCH2,CH,31.12.2022,to_be_defined
330,3686,858686.09,Courrendlin,CHF,MCH2,CH,31.12.2022,to_be_defined
330,3313,1068489.14,Courroux,CHF,MCH2,CH,31.12.2022,to_be_defined
330,2654,630529.64,Courtételle,CHF,MCH2,CH,31.12.2022,to_be_defined
330,12636,5850591.38,Delémont,CHF,MCH2,CH,31.12.2022,to_be_defined
330,1360,603738.35,Develier,CHF,MCH2,CH,31.12.2022,to_be_defined
330,112,50799.23,Ederswiler,CHF,MCH2,CH,31.12.2022,to_be_defined
330,7319,1330450.25,Haute-Sorne,CHF,MCH2,CH,31.12.2022,to_be_defined
330,522,122720.55,Mervelier,CHF,MCH2,CH,31.12.2022,to_be_defined
330,106,12625,Mettembert,CHF,MCH2,CH,31.12.2022,to_be_defined
330,425,87650,Movelier,CHF,MCH2,CH,31.12.2022,to_be_defined
330,350,105668.5,Pleigne,CHF,MCH2,CH,31.12.2022,to_be_defined
330,733,168872.25,Rossemaison,CHF,MCH2,CH,31.12.2022,to_be_defined
330,270,40149.85,Saulcy,CHF,MCH2,CH,31.12.2022,to_be_defined
330,417,117543,Soyhières,CHF,MCH2,CH,31.12.2022,to_be_defined
330,3285,1075545.64,Val Terbi,CHF,MCH2,CH,31.12.2022,to_be_defined
330,308,59856.25,Le Bémont,CHF,MCH2,CH,31.12.2022,to_be_defined
330,1258,291371.95,Les Bois,CHF,MCH2,CH,31.12.2022,to_be_defined
330,1524,498784,Les Breuleux,CHF,MCH2,CH,31.12.2022,to_be_defined
330,87,98769.65,La Chaux-B.,CHF,MCH2,CH,31.12.2022,to_be_defined
330,156,163116.93,Les Enfers,CHF,MCH2,CH,31.12.2022,to_be_defined
330,510,93759.9,Les Genevez,CHF,MCH2,CH,31.12.2022,to_be_defined
330,705,282477.6,Lajoux,CHF,MCH2,CH,31.12.2022,to_be_defined
330,551,124708.45,Montfaucon,CHF,MCH2,CH,31.12.2022,to_be_defined
330,511,102124.94,Muriaux,CHF,MCH2,CH,31.12.2022,to_be_defined
330,1902,595644.83,Le Noirmont,CHF,MCH2,CH,31.12.2022,to_be_defined
330,2575,735415.9,Saignelégier,CHF,MCH2,CH,31.12.2022,to_be_defined
330,228,62896.45,Saint-Brais,CHF,MCH2,CH,31.12.2022,to_be_defined
330,118,158021.36,Soubey,CHF,MCH2,CH,31.12.2022,to_be_defined
330,1882,423638.75,Alle,CHF,MCH2,CH,31.12.2022,to_be_defined
330,1114,393262.8,La Baroche,CHF,MCH2,CH,31.12.2022,to_be_defined
330,1217,251180,Basse-Allaine,CHF,MCH2,CH,31.12.2022,to_be_defined
330,117,42915,Beurnevésin,CHF,MCH2,CH,31.12.2022,to_be_defined
330,1205,599537.27,Boncourt,CHF,MCH2,CH,31.12.2022,to_be_defined
330,625,112200,Bonfol,CHF,MCH2,CH,31.12.2022,to_be_defined
330,631,224974.41,Bure,CHF,MCH2,CH,31.12.2022,to_be_defined
330,1275,931593.77,Clos du Doubs,CHF,MCH2,CH,31.12.2022,to_be_defined
330,718,171826.95,Coeuve,CHF,MCH2,CH,31.12.2022,to_be_defined
330,1018,263837.2,Cornol,CHF,MCH2,CH,31.12.2022,to_be_defined
330,293,129587.55,Courchavon,CHF,MCH2,CH,31.12.2022,to_be_defined
330,2435,824557.2,Courgenay,CHF,MCH2,CH,31.12.2022,to_be_defined
330,786,115334.4,Courtedoux,CHF,MCH2,CH,31.12.2022,to_be_defined
330,184,33410,Damphreux,CHF,MCH2,CH,31.12.2022,to_be_defined
330,333,171465,Fahy,CHF,MCH2,CH,31.12.2022,to_be_defined
330,1674,527973.1,Fontenais,CHF,MCH2,CH,31.12.2022,to_be_defined
330,391,45390,Grandfontaine,CHF,MCH2,CH,31.12.2022,to_be_defined
330,1052,391467.29,Haute-Ajoie,CHF,MCH2,CH,31.12.2022,to_be_defined
330,186,25245,Lugnez,CHF,MCH2,CH,31.12.2022,to_be_defined
330,6441,2782111.7,Porrentruy,CHF,MCH2,CH,31.12.2022,to_be_defined
330,546,92350,Vendlincourt,CHF,MCH2,CH,31.12.2022,to_be_defined
330,73865,24458996.589999996,Total,CHF,MCH2,CH,31.12.2022,to_be_defined
330,39309,12638190.99,Delémont,CHF,MCH2,CH,31.12.2022,to_be_defined
330,10433,3266948.2099999995,Franches-Montagnes,CHF,MCH2,CH,31.12.2022,to_be_defined
330,24123,8553857.39,Porrentruy,CHF,MCH2,CH,31.12.2022,to_be_defined
332,951,0,Boécourt,CHF,MCH2,CH,31.12.2022,to_be_defined
332,258,12280,Bourrignon,CHF,MCH2,CH,31.12.2022,to_be_defined
332,471,1746.5,Châtillon,CHF,MCH2,CH,31.12.2022,to_be_defined
332,441,0,Courchapoix,CHF,MCH2,CH,31.12.2022,to_be_defined
332,3686,0,Courrendlin,CHF,MCH2,CH,31.12.2022,to_be_defined
332,3313,20596.49,Courroux,CHF,MCH2,CH,31.12.2022,to_be_defined
332,2654,1987.7,Courtételle,CHF,MCH2,CH,31.12.2022,to_be_defined
332,12636,117053.37,Delémont,CHF,MCH2,CH,31.12.2022,to_be_defined
332,1360,9430,Develier,CHF,MCH2,CH,31.12.2022,to_be_defined
332,112,0,Ederswiler,CHF,MCH2,CH,31.12.2022,to_be_defined
332,7319,53168.05,Haute-Sorne,CHF,MCH2,CH,31.12.2022,to_be_defined
332,522,0,Mervelier,CHF,MCH2,CH,31.12.2022,to_be_defined
332,106,0,Mettembert,CHF,MCH2,CH,31.12.2022,to_be_defined
332,425,0,Movelier,CHF,MCH2,CH,31.12.2022,to_be_defined
332,350,0,Pleigne,CHF,MCH2,CH,31.12.2022,to_be_defined
332,733,0,Rossemaison,CHF,MCH2,CH,31.12.2022,to_be_defined
332,270,0,Saulcy,CHF,MCH2,CH,31.12.2022,to_be_defined
332,417,22248.85,Soyhières,CHF,MCH2,CH,31.12.2022,to_be_defined
332,3285,26100.57,Val Terbi,CHF,MCH2,CH,31.12.2022,to_be_defined
332,308,0,Le Bémont,CHF,MCH2,CH,31.12.2022,to_be_defined
332,1258,5000,Les Bois,CHF,MCH2,CH,31.12.2022,to_be_defined
332,1524,0,Les Breuleux,CHF,MCH2,CH,31.12.2022,to_be_defined
332,87,0,La Chaux-B.,CHF,MCH2,CH,31.12.2022,to_be_defined
332,156,0,Les Enfers,CHF,MCH2,CH,31.12.2022,to_be_defined
332,510,0,Les Genevez,CHF,MCH2,CH,31.12.2022,to_be_defined
332,705,0,Lajoux,CHF,MCH2,CH,31.12.2022,to_be_defined
332,551,0,Montfaucon,CHF,MCH2,CH,31.12.2022,to_be_defined
332,511,0,Muriaux,CHF,MCH2,CH,31.12.2022,to_be_defined
332,1902,15167.4,Le Noirmont,CHF,MCH2,CH,31.12.2022,to_be_defined
332,2575,40165,Saignelégier,CHF,MCH2,CH,31.12.2022,to_be_defined
332,228,0,Saint-Brais,CHF,MCH2,CH,31.12.2022,to_be_defined
332,118,0,Soubey,CHF,MCH2,CH,31.12.2022,to_be_defined
332,1882,0,Alle,CHF,MCH2,CH,31.12.2022,to_be_defined
332,1114,0,La Baroche,CHF,MCH2,CH,31.12.2022,to_be_defined
332,1217,19750,Basse-Allaine,CHF,MCH2,CH,31.12.2022,to_be_defined
332,117,0,Beurnevésin,CHF,MCH2,CH,31.12.2022,to_be_defined
332,1205,10400,Boncourt,CHF,MCH2,CH,31.12.2022,to_be_defined
332,625,0,Bonfol,CHF,MCH2,CH,31.12.2022,to_be_defined
332,631,0,Bure,CHF,MCH2,CH,31.12.2022,to_be_defined
332,1275,40469.3,Clos du Doubs,CHF,MCH2,CH,31.12.2022,to_be_defined
332,718,2200,Coeuve,CHF,MCH2,CH,31.12.2022,to_be_defined
332,1018,768,Cornol,CHF,MCH2,CH,31.12.2022,to_be_defined
332,293,0,Courchavon,CHF,MCH2,CH,31.12.2022,to_be_defined
332,2435,17447.4,Courgenay,CHF,MCH2,CH,31.12.2022,to_be_defined
332,786,0,Courtedoux,CHF,MCH2,CH,31.12.2022,to_be_defined
332,184,0,Damphreux,CHF,MCH2,CH,31.12.2022,to_be_defined
332,333,4500,Fahy,CHF,MCH2,CH,31.12.2022,to_be_defined
332,1674,53225,Fontenais,CHF,MCH2,CH,31.12.2022,to_be_defined
332,391,960,Grandfontaine,CHF,MCH2,CH,31.12.2022,to_be_defined
332,1052,484.45,Haute-Ajoie,CHF,MCH2,CH,31.12.2022,to_be_defined
332,186,0,Lugnez,CHF,MCH2,CH,31.12.2022,to_be_defined
332,6441,129206.47,Porrentruy,CHF,MCH2,CH,31.12.2022,to_be_defined
332,546,0,Vendlincourt,CHF,MCH2,CH,31.12.2022,to_be_defined
332,73865,604354.55,Total,CHF,MCH2,CH,31.12.2022,to_be_defined
332,39309,264611.52999999997,Delémont,CHF,MCH2,CH,31.12.2022,to_be_defined
332,10433,60332.4,Franches-Montagnes,CHF,MCH2,CH,31.12.2022,to_be_defined
332,24123,279410.62,Porrentruy,CHF,MCH2,CH,31.12.2022,to_be_defined
340,951,54405.36,Boécourt,CHF,MCH2,CH,31.12.2022,to_be_defined
340,258,28132.15,Bourrignon,CHF,MCH2,CH,31.12.2022,to_be_defined
340,471,54021.44,Châtillon,CHF,MCH2,CH,31.12.2022,to_be_defined
340,441,57098.85,Courchapoix,CHF,MCH2,CH,31.12.2022,to_be_defined
340,3686,295408.9,Courrendlin,CHF,MCH2,CH,31.12.2022,to_be_defined
340,3313,193845.61,Courroux,CHF,MCH2,CH,31.12.2022,to_be_defined
340,2654,102743.65,Courtételle,CHF,MCH2,CH,31.12.2022,to_be_defined
340,12636,1809808.42,Delémont,CHF,MCH2,CH,31.12.2022,to_be_defined
340,1360,42381.92,Develier,CHF,MCH2,CH,31.12.2022,to_be_defined
340,112,7268.05,Ederswiler,CHF,MCH2,CH,31.12.2022,to_be_defined
340,7319,295834.36,Haute-Sorne,CHF,MCH2,CH,31.12.2022,to_be_defined
340,522,39196.45,Mervelier,CHF,MCH2,CH,31.12.2022,to_be_defined
340,106,8151.88,Mettembert,CHF,MCH2,CH,31.12.2022,to_be_defined
340,425,38763.06,Movelier,CHF,MCH2,CH,31.12.2022,to_be_defined
340,350,64754.02,Pleigne,CHF,MCH2,CH,31.12.2022,to_be_defined
340,733,45109.47,Rossemaison,CHF,MCH2,CH,31.12.2022,to_be_defined
340,270,10053.27,Saulcy,CHF,MCH2,CH,31.12.2022,to_be_defined
340,417,35619.34,Soyhières,CHF,MCH2,CH,31.12.2022,to_be_defined
340,3285,166137.12,Val Terbi,CHF,MCH2,CH,31.12.2022,to_be_defined
340,308,8239.19,Le Bémont,CHF,MCH2,CH,31.12.2022,to_be_defined
340,1258,128326.63,Les Bois,CHF,MCH2,CH,31.12.2022,to_be_defined
340,1524,10311.48,Les Breuleux,CHF,MCH2,CH,31.12.2022,to_be_defined
340,87,4795.67,La Chaux-B.,CHF,MCH2,CH,31.12.2022,to_be_defined
340,156,3587.37,Les Enfers,CHF,MCH2,CH,31.12.2022,to_be_defined
340,510,62106.16,Les Genevez,CHF,MCH2,CH,31.12.2022,to_be_defined
340,705,57177.8,Lajoux,CHF,MCH2,CH,31.12.2022,to_be_defined
340,551,35078.6,Montfaucon,CHF,MCH2,CH,31.12.2022,to_be_defined
340,511,15061.15,Muriaux,CHF,MCH2,CH,31.12.2022,to_be_defined
340,1902,46459.57,Le Noirmont,CHF,MCH2,CH,31.12.2022,to_be_defined
340,2575,132611.03,Saignelégier,CHF,MCH2,CH,31.12.2022,to_be_defined
340,228,16870.37,Saint-Brais,CHF,MCH2,CH,31.12.2022,to_be_defined
340,118,4578.28,Soubey,CHF,MCH2,CH,31.12.2022,to_be_defined
340,1882,156374.1,Alle,CHF,MCH2,CH,31.12.2022,to_be_defined
340,1114,119078.56,La Baroche,CHF,MCH2,CH,31.12.2022,to_be_defined
340,1217,129201.11,Basse-Allaine,CHF,MCH2,CH,31.12.2022,to_be_defined
340,117,19633.92,Beurnevésin,CHF,MCH2,CH,31.12.2022,to_be_defined
340,1205,60213.33,Boncourt,CHF,MCH2,CH,31.12.2022,to_be_defined
340,625,74155.97,Bonfol,CHF,MCH2,CH,31.12.2022,to_be_defined
340,631,60049.79,Bure,CHF,MCH2,CH,31.12.2022,to_be_defined
340,1275,78368.46,Clos du Doubs,CHF,MCH2,CH,31.12.2022,to_be_defined
340,718,68359.52,Coeuve,CHF,MCH2,CH,31.12.2022,to_be_defined
340,1018,105867.22,Cornol,CHF,MCH2,CH,31.12.2022,to_be_defined
340,293,22266.65,Courchavon,CHF,MCH2,CH,31.12.2022,to_be_defined
340,2435,190311.65,Courgenay,CHF,MCH2,CH,31.12.2022,to_be_defined
340,786,60249.21,Courtedoux,CHF,MCH2,CH,31.12.2022,to_be_defined
340,184,7077.6,Damphreux,CHF,MCH2,CH,31.12.2022,to_be_defined
340,333,14484.84,Fahy,CHF,MCH2,CH,31.12.2022,to_be_defined
340,1674,285893.94,Fontenais,CHF,MCH2,CH,31.12.2022,to_be_defined
340,391,18908.91,Grandfontaine,CHF,MCH2,CH,31.12.2022,to_be_defined
340,1052,77937.43,Haute-Ajoie,CHF,MCH2,CH,31.12.2022,to_be_defined
340,186,278.1,Lugnez,CHF,MCH2,CH,31.12.2022,to_be_defined
340,6441,754417.41,Porrentruy,CHF,MCH2,CH,31.12.2022,to_be_defined
340,546,36891.27,Vendlincourt,CHF,MCH2,CH,31.12.2022,to_be_defined
340,73865,6213955.6099999985,Total,CHF,MCH2,CH,31.12.2022,to_be_defined
340,39309,3348733.32,Delémont,CHF,MCH2,CH,31.12.2022,to_be_defined
340,10433,525203.3,Franches-Montagnes,CHF,MCH2,CH,31.12.2022,to_be_defined
340,24123,2340018.99,Porrentruy,CHF,MCH2,CH,31.12.2022,to_be_defined
341,951,0,Boécourt,CHF,MCH2,CH,31.12.2022,to_be_defined
341,258,0,Bourrignon,CHF,MCH2,CH,31.12.2022,to_be_defined
341,471,0,Châtillon,CHF,MCH2,CH,31.12.2022,to_be_defined
341,441,0,Courchapoix,CHF,MCH2,CH,31.12.2022,to_be_defined
341,3686,0,Courrendlin,CHF,MCH2,CH,31.12.2022,to_be_defined
341,3313,0,Courroux,CHF,MCH2,CH,31.12.2022,to_be_defined
341,2654,0,Courtételle,CHF,MCH2,CH,31.12.2022,to_be_defined
341,12636,0,Delémont,CHF,MCH2,CH,31.12.2022,to_be_defined
341,1360,0,Develier,CHF,MCH2,CH,31.12.2022,to_be_defined
341,112,0,Ederswiler,CHF,MCH2,CH,31.12.2022,to_be_defined
341,7319,0,Haute-Sorne,CHF,MCH2,CH,31.12.2022,to_be_defined
341,522,0,Mervelier,CHF,MCH2,CH,31.12.2022,to_be_defined
341,106,0,Mettembert,CHF,MCH2,CH,31.12.2022,to_be_defined
341,425,109160.4,Movelier,CHF,MCH2,CH,31.12.2022,to_be_defined
341,350,0,Pleigne,CHF,MCH2,CH,31.12.2022,to_be_defined
341,733,0,Rossemaison,CHF,MCH2,CH,31.12.2022,to_be_defined
341,270,0,Saulcy,CHF,MCH2,CH,31.12.2022,to_be_defined
341,417,0,Soyhières,CHF,MCH2,CH,31.12.2022,to_be_defined
341,3285,0,Val Terbi,CHF,MCH2,CH,31.12.2022,to_be_defined
341,308,0,Le Bémont,CHF,MCH2,CH,31.12.2022,to_be_defined
341,1258,0,Les Bois,CHF,MCH2,CH,31.12.2022,to_be_defined
341,1524,0,Les Breuleux,CHF,MCH2,CH,31.12.2022,to_be_defined
341,87,0,La Chaux-B.,CHF,MCH2,CH,31.12.2022,to_be_defined
341,156,0,Les Enfers,CHF,MCH2,CH,31.12.2022,to_be_defined
341,510,0,Les Genevez,CHF,MCH2,CH,31.12.2022,to_be_defined
341,705,6800.85,Lajoux,CHF,MCH2,CH,31.12.2022,to_be_defined
341,551,0,Montfaucon,CHF,MCH2,CH,31.12.2022,to_be_defined
341,511,0,Muriaux,CHF,MCH2,CH,31.12.2022,to_be_defined
341,1902,0,Le Noirmont,CHF,MCH2,CH,31.12.2022,to_be_defined
341,2575,0,Saignelégier,CHF,MCH2,CH,31.12.2022,to_be_defined
341,228,0,Saint-Brais,CHF,MCH2,CH,31.12.2022,to_be_defined
341,118,0,Soubey,CHF,MCH2,CH,31.12.2022,to_be_defined
341,1882,0,Alle,CHF,MCH2,CH,31.12.2022,to_be_defined
341,1114,1038.1,La Baroche,CHF,MCH2,CH,31.12.2022,to_be_defined
341,1217,0,Basse-Allaine,CHF,MCH2,CH,31.12.2022,to_be_defined
341,117,0,Beurnevésin,CHF,MCH2,CH,31.12.2022,to_be_defined
341,1205,0,Boncourt,CHF,MCH2,CH,31.12.2022,to_be_defined
341,625,0,Bonfol,CHF,MCH2,CH,31.12.2022,to_be_defined
341,631,0,Bure,CHF,MCH2,CH,31.12.2022,to_be_defined
341,1275,0,Clos du Doubs,CHF,MCH2,CH,31.12.2022,to_be_defined
341,718,0,Coeuve,CHF,MCH2,CH,31.12.2022,to_be_defined
341,1018,0,Cornol,CHF,MCH2,CH,31.12.2022,to_be_defined
341,293,0,Courchavon,CHF,MCH2,CH,31.12.2022,to_be_defined
341,2435,0,Courgenay,CHF,MCH2,CH,31.12.2022,to_be_defined
341,786,0,Courtedoux,CHF,MCH2,CH,31.12.2022,to_be_defined
341,184,0,Damphreux,CHF,MCH2,CH,31.12.2022,to_be_defined
341,333,0,Fahy,CHF,MCH2,CH,31.12.2022,to_be_defined
341,1674,0,Fontenais,CHF,MCH2,CH,31.12.2022,to_be_defined
341,391,0,Grandfontaine,CHF,MCH2,CH,31.12.2022,to_be_defined
341,1052,0,Haute-Ajoie,CHF,MCH2,CH,31.12.2022,to_be_defined
341,186,0,Lugnez,CHF,MCH2,CH,31.12.2022,to_be_defined
341,6441,42543.14,Porrentruy,CHF,MCH2,CH,31.12.2022,to_be_defined
341,546,0,Vendlincourt,CHF,MCH2,CH,31.12.2022,to_be_defined
341,73865,159542.49,Total,CHF,MCH2,CH,31.12.2022,to_be_defined
341,39309,109160.4,Delémont,CHF,MCH2,CH,31.12.2022,to_be_defined
341,10433,6800.85,Franches-Montagnes,CHF,MCH2,CH,31.12.2022,to_be_defined
341,24123,43581.24,Porrentruy,CHF,MCH2,CH,31.12.2022,to_be_defined
342,951,0,Boécourt,CHF,MCH2,CH,31.12.2022,to_be_defined
342,258,0,Bourrignon,CHF,MCH2,CH,31.12.2022,to_be_defined
342,471,0,Châtillon,CHF,MCH2,CH,31.12.2022,to_be_defined
342,441,0,Courchapoix,CHF,MCH2,CH,31.12.2022,to_be_defined
342,3686,0,Courrendlin,CHF,MCH2,CH,31.12.2022,to_be_defined
342,3313,0,Courroux,CHF,MCH2,CH,31.12.2022,to_be_defined
342,2654,0,Courtételle,CHF,MCH2,CH,31.12.2022,to_be_defined
342,12636,0,Delémont,CHF,MCH2,CH,31.12.2022,to_be_defined
342,1360,0,Develier,CHF,MCH2,CH,31.12.2022,to_be_defined
342,112,0,Ederswiler,CHF,MCH2,CH,31.12.2022,to_be_defined
342,7319,0,Haute-Sorne,CHF,MCH2,CH,31.12.2022,to_be_defined
342,522,0,Mervelier,CHF,MCH2,CH,31.12.2022,to_be_defined
342,106,0,Mettembert,CHF,MCH2,CH,31.12.2022,to_be_defined
342,425,0,Movelier,CHF,MCH2,CH,31.12.2022,to_be_defined
342,350,0,Pleigne,CHF,MCH2,CH,31.12.2022,to_be_defined
342,733,0,Rossemaison,CHF,MCH2,CH,31.12.2022,to_be_defined
342,270,0,Saulcy,CHF,MCH2,CH,31.12.2022,to_be_defined
342,417,0,Soyhières,CHF,MCH2,CH,31.12.2022,to_be_defined
342,3285,15.64,Val Terbi,CHF,MCH2,CH,31.12.2022,to_be_defined
342,308,0,Le Bémont,CHF,MCH2,CH,31.12.2022,to_be_defined
342,1258,0,Les Bois,CHF,MCH2,CH,31.12.2022,to_be_defined
342,1524,0,Les Breuleux,CHF,MCH2,CH,31.12.2022,to_be_defined
342,87,0,La Chaux-B.,CHF,MCH2,CH,31.12.2022,to_be_defined
342,156,0,Les Enfers,CHF,MCH2,CH,31.12.2022,to_be_defined
342,510,0,Les Genevez,CHF,MCH2,CH,31.12.2022,to_be_defined
342,705,0,Lajoux,CHF,MCH2,CH,31.12.2022,to_be_defined
342,551,0,Montfaucon,CHF,MCH2,CH,31.12.2022,to_be_defined
342,511,0,Muriaux,CHF,MCH2,CH,31.12.2022,to_be_defined
342,1902,0,Le Noirmont,CHF,MCH2,CH,31.12.2022,to_be_defined
342,2575,0,Saignelégier,CHF,MCH2,CH,31.12.2022,to_be_defined
342,228,200,Saint-Brais,CHF,MCH2,CH,31.12.2022,to_be_defined
342,118,0,Soubey,CHF,MCH2,CH,31.12.2022,to_be_defined
342,1882,0,Alle,CHF,MCH2,CH,31.12.2022,to_be_defined
342,1114,0,La Baroche,CHF,MCH2,CH,31.12.2022,to_be_defined
342,1217,0,Basse-Allaine,CHF,MCH2,CH,31.12.2022,to_be_defined
342,117,0,Beurnevésin,CHF,MCH2,CH,31.12.2022,to_be_defined
342,1205,0,Boncourt,CHF,MCH2,CH,31.12.2022,to_be_defined
342,625,0,Bonfol,CHF,MCH2,CH,31.12.2022,to_be_defined
342,631,0,Bure,CHF,MCH2,CH,31.12.2022,to_be_defined
342,1275,0,Clos du Doubs,CHF,MCH2,CH,31.12.2022,to_be_defined
342,718,0,Coeuve,CHF,MCH2,CH,31.12.2022,to_be_defined
342,1018,0,Cornol,CHF,MCH2,CH,31.12.2022,to_be_defined
342,293,0,Courchavon,CHF,MCH2,CH,31.12.2022,to_be_defined
342,2435,0,Courgenay,CHF,MCH2,CH,31.12.2022,to_be_defined
342,786,0,Courtedoux,CHF,MCH2,CH,31.12.2022,to_be_defined
342,184,0,Damphreux,CHF,MCH2,CH,31.12.2022,to_be_defined
342,333,0,Fahy,CHF,MCH2,CH,31.12.2022,to_be_defined
342,1674,0,Fontenais,CHF,MCH2,CH,31.12.2022,to_be_defined
342,391,0,Grandfontaine,CHF,MCH2,CH,31.12.2022,to_be_defined
342,1052,0,Haute-Ajoie,CHF,MCH2,CH,31.12.2022,to_be_defined
342,186,0,Lugnez,CHF,MCH2,CH,31.12.2022,to_be_defined
342,6441,0,Porrentruy,CHF,MCH2,CH,31.12.2022,to_be_defined
342,546,0,Vendlincourt,CHF,MCH2,CH,31.12.2022,to_be_defined
342,73865,215.64,Total,CHF,MCH2,CH,31.12.2022,to_be_defined
342,39309,15.64,Delémont,CHF,MCH2,CH,31.12.2022,to_be_defined
342,10433,200,Franches-Montagnes,CHF,MCH2,CH,31.12.2022,to_be_defined
342,24123,0,Porrentruy,CHF,MCH2,CH,31.12.2022,to_be_defined
343,951,0,Boécourt,CHF,MCH2,CH,31.12.2022,to_be_defined
343,258,9181.59,Bourrignon,CHF,MCH2,CH,31.12.2022,to_be_defined
343,471,20645.35,Châtillon,CHF,MCH2,CH,31.12.2022,to_be_defined
343,441,23573.4,Courchapoix,CHF,MCH2,CH,31.12.2022,to_be_defined
343,3686,162516.93,Courrendlin,CHF,MCH2,CH,31.12.2022,to_be_defined
343,3313,16060.61,Courroux,CHF,MCH2,CH,31.12.2022,to_be_defined
