GDEKT,GDENR,GDENAME,KTNR,UID,ORTSCHAFTSNAME,PLZ
TI,5192,Lugano,21,215192,Signôra,6951
TI,5192,Lugano,21,215192,Maglio di Colla,6959
TI,5192,Lugano,21,215192,Certara,6959
TI,5192,Lugano,21,215192,Curtina,6959
TI,5192,Lugano,21,215192,Cimadera,6959
TI,5192,Lugano,21,215192,Piandera Paese,6959
TI,5192,Lugano,21,215192,Piandera Paese,6959
TI,5192,Lugano,21,215192,Viganello,6962
TI,5192,Lugano,21,215192,Pregassona,6963
TI,5192,Lugano,21,215192,Cureggia,6963
TI,5192,Lugano,21,215192,Davesco-Soragno,6964
TI,5192,Lugano,21,215192,Cadro,6965
TI,5192,Lugano,21,215192,Villa Luganese,6966
TI,5192,Lugano,21,215192,Dino,6967
TI,5192,Lugano,21,215192,Sonvico,6968
TI,5192,Lugano,21,215192,Aldesago,6974
TI,5192,Lugano,21,215192,Castagnola,6976
TI,5192,Lugano,21,215192,Ruvigliana,6977
TI,5192,Lugano,21,215192,Gandria,6978
TI,5192,Lugano,21,215192,Brè sopra Lugano,6979
TI,5193,Magliaso,21,215193,Magliaso,6983
TI,5194,Manno,21,215194,Manno,6928
TI,5194,Manno,21,215194,Bioggio,6934
TI,5196,Massagno,21,215196,Lugano,6900
TI,5196,Massagno,21,215196,Massagno,6900
TI,5198,Melide,21,215198,Melide,6815
TI,5199,Mezzovico-Vira,21,215199,Mezzovico,6805
TI,5199,Mezzovico-Vira,21,215199,Mezzovico,6805
TI,5200,Miglieglia,21,215200,Miglieglia,6986
TI,5203,Morcote,21,215203,Morcote,6922
TI,5205,Muzzano,21,215205,Muzzano,6933
TI,5206,Neggio,21,215206,Magliaso,6983
TI,5206,Neggio,21,215206,Neggio,6991
TI,5207,Novaggio,21,215207,Banco,6981
TI,5207,Novaggio,21,215207,Novaggio,6986
TI,5208,Origlio,21,215208,Origlio,6945
TI,5210,Paradiso,21,215210,Paradiso,6900
TI,5212,Ponte Capriasca,21,215212,Origlio,6945
TI,5212,Ponte Capriasca,21,215212,Ponte Capriasca,6946
TI,5212,Ponte Capriasca,21,215212,Ponte Capriasca,6946
TI,5214,Porza,21,215214,Savosa,6942
TI,5214,Porza,21,215214,Porza,6948
TI,5216,Pura,21,215216,Pura,6984
TI,5221,Savosa,21,215221,Savosa,6942
TI,5225,Sorengo,21,215225,Sorengo,6924
TI,5226,Capriasca,21,215226,Taverne,6807
TI,5226,Capriasca,21,215226,Vaglio,6947
TI,5226,Capriasca,21,215226,Tesserete,6950
TI,5226,Capriasca,21,215226,Lugaggia,6953
TI,5226,Capriasca,21,215226,Sala Capriasca,6954
TI,5226,Capriasca,21,215226,Bigorio,6954
TI,5226,Capriasca,21,215226,Cagiallo,6955
TI,5226,Capriasca,21,215226,Oggio,6955
TI,5226,Capriasca,21,215226,Lopagno,6956
TI,5226,Capriasca,21,215226,Roveredo TI,6957
TI,5226,Capriasca,21,215226,Bidogno,6958
TI,5226,Capriasca,21,215226,Corticiasca,6958
TI,5226,Capriasca,21,215226,Corticiasca,6958
TI,5226,Capriasca,21,215226,Odogno,6960
TI,5227,Torricella-Taverne,21,215227,Taverne,6807
TI,5227,Torricella-Taverne,21,215227,Torricella,6808
TI,5230,Vernate,21,215230,Vernate,6992
TI,5231,Vezia,21,215231,Vezia,6943
TI,5233,Vico Morcote,21,215233,Vico Morcote,6921
TI,5236,Collina d'Oro,21,215236,Grancia,6916
TI,5236,Collina d'Oro,21,215236,Carabietta,6919
TI,5236,Collina d'Oro,21,215236,Gentilino,6925
TI,5236,Collina d'Oro,21,215236,Montagnola,6926
TI,5236,Collina d'Oro,21,215236,Agra,6927
TI,5237,Alto Malcantone,21,215237,Breno,6937
TI,5237,Alto Malcantone,21,215237,Vezio,6938
TI,5237,Alto Malcantone,21,215237,Fescoggia,6938
TI,5237,Alto Malcantone,21,215237,Mugena,6939
TI,5237,Alto Malcantone,21,215237,Arosio,6939
TI,5238,Monteceneri,21,215238,Rivera,6802
TI,5238,Monteceneri,21,215238,Camignolo,6803
TI,5238,Monteceneri,21,215238,Bironico,6804
TI,5238,Monteceneri,21,215238,Sigirino,6806
TI,5238,Monteceneri,21,215238,Medeglia,6809
TI,5239,Tresa,21,215239,Castelrotto,6980
TI,5239,Tresa,21,215239,Ponte Tresa,6988
TI,5239,Tresa,21,215239,Purasca,6989
TI,5239,Tresa,21,215239,Madonna del Piano,6995
TI,5239,Tresa,21,215239,Sessa,6997
TI,5239,Tresa,21,215239,Monteggio,6998
TI,5242,Balerna,21,215242,Balerna,6828
TI,5249,Castel San Pietro,21,215249,Capolago,6825
TI,5249,Castel San Pietro,21,215249,Mendrisio,6850
TI,5249,Castel San Pietro,21,215249,Somazzo,6872
TI,5249,Castel San Pietro,21,215249,Corteglia,6873
TI,5249,Castel San Pietro,21,215249,Castel San Pietro,6874
TI,5249,Castel San Pietro,21,215249,Monte,6875
TI,5249,Castel San Pietro,21,215249,Casima,6875
TI,5249,Castel San Pietro,21,215249,Campora,6875
TI,5249,Castel San Pietro,21,215249,Coldrerio,6877
TI,5250,Chiasso,21,215250,Chiasso,6830
TI,5250,Chiasso,21,215250,Pedrinate,6832
TI,5250,Chiasso,21,215250,Seseglio,6832
TI,5251,Coldrerio,21,215251,Balerna,6828
TI,5251,Coldrerio,21,215251,Coldrerio,6877
TI,5254,Mendrisio,21,215254,Capolago,6825
TI,5254,Mendrisio,21,215254,Mendrisio,6850
TI,5254,Mendrisio,21,215254,Genestrerio,6852
TI,5254,Mendrisio,21,215254,Ligornetto,6853
TI,5254,Mendrisio,21,215254,Stabio,6855
TI,5254,Mendrisio,21,215254,Rancate,6862
TI,5254,Mendrisio,21,215254,Besazio,6863
TI,5254,Mendrisio,21,215254,Arzo,6864
TI,5254,Mendrisio,21,215254,Tremona,6865
TI,5254,Mendrisio,21,215254,Meride,6866
TI,5254,Mendrisio,21,215254,Salorino,6872
TI,5254,Mendrisio,21,215254,Somazzo,6872
TI,5254,Mendrisio,21,215254,Castel San Pietro,6874
TI,5257,Morbio Inferiore,21,215257,Morbio Inferiore,6834
TI,5260,Novazzano,21,215260,Novazzano,6883
TI,5263,Riva San Vitale,21,215263,Riva San Vitale,6826
TI,5266,Stabio,21,215266,Ligornetto,6853
TI,5266,Stabio,21,215266,S. Pietro,6854
TI,5266,Stabio,21,215266,Stabio,6855
TI,5268,Vacallo,21,215268,Vacallo,6833
TI,5269,Breggia,21,215269,Morbio Superiore,6835
TI,5269,Breggia,21,215269,Caneggio,6837
TI,5269,Breggia,21,215269,Bruzella,6837
TI,5269,Breggia,21,215269,Muggio,6838
TI,5269,Breggia,21,215269,Cabbio,6838
TI,5269,Breggia,21,215269,Sagno,6839
TI,5281,Biasca,21,215281,Biasca,6710
TI,5281,Biasca,21,215281,Pollegio,6742
TI,5287,Riviera,21,215287,Prosito,6526
TI,5287,Riviera,21,215287,Lodrino,6527
TI,5287,Riviera,21,215287,Osogna,6703
TI,5287,Riviera,21,215287,Cresciano,6705
TI,5287,Riviera,21,215287,Iragna,6707
TI,5304,Bosco/Gurin,21,215304,Bosco/Gurin,6685
TI,5307,Campo (Vallemaggia),21,215307,Niva (Vallemaggia),6683
TI,5307,Campo (Vallemaggia),21,215307,Campo (Vallemaggia),6684
TI,5307,Campo (Vallemaggia),21,215307,Cimalmotto,6684
TI,5309,Cerentino,21,215309,Cerentino,6683
TI,5310,Cevio,21,215310,Cevio,6675
TI,5310,Cevio,21,215310,Bignasco,6676
TI,5310,Cevio,21,215310,Cavergno,6690
TI,5310,Cevio,21,215310,S. Carlo (Val Bavona),6690
TI,5315,Linescio,21,215315,Linescio,6682
TI,5317,Maggia,21,215317,Maggia,6673
TI,5317,Maggia,21,215317,Someo,6674
TI,5317,Maggia,21,215317,Riveo,6674
TI,5317,Maggia,21,215317,Aurigeno,6677
TI,5317,Maggia,21,215317,Moghegno,6677
TI,5317,Maggia,21,215317,Giumaglio,6678
TI,5317,Maggia,21,215317,Lodano,6678
TI,5317,Maggia,21,215317,Coglio,6678
TI,5323,Lavizzara,21,215323,Menzonio,6692
TI,5323,Lavizzara,21,215323,Brontallo,6692
TI,5323,Lavizzara,21,215323,Broglio,6693
TI,5323,Lavizzara,21,215323,Prato-Sornico,6694
TI,5323,Lavizzara,21,215323,Peccia,6695
TI,5323,Lavizzara,21,215323,Piano di Peccia,6695
TI,5323,Lavizzara,21,215323,Fusio,6696
TI,5324,Avegno Gordevio,21,215324,Avegno,6670
TI,5324,Avegno Gordevio,21,215324,Gordevio,6672
TI,5396,Terre di Pedemonte,21,215396,Tegna,6652
TI,5396,Terre di Pedemonte,21,215396,Verscio,6653
TI,5396,Terre di Pedemonte,21,215396,Cavigliano,6654
TI,5397,Centovalli,21,215397,Intragna,6655
TI,5397,Centovalli,21,215397,Verdasio,6655
TI,5397,Centovalli,21,215397,Rasa,6655
TI,5397,Centovalli,21,215397,Golino,6656
TI,5397,Centovalli,21,215397,Palagnedra,6657
TI,5397,Centovalli,21,215397,Borgnone,6658
TI,5397,Centovalli,21,215397,Camedo,6659
TI,5397,Centovalli,21,215397,Moneto,6659
TI,5398,Gambarogno,21,215398,Indemini,6571
TI,5398,Gambarogno,21,215398,Quartino,6572
TI,5398,Gambarogno,21,215398,Magadino,6573
TI,5398,Gambarogno,21,215398,Vira (Gambarogno),6574
TI,5398,Gambarogno,21,215398,S. Nazzaro,6575
TI,5398,Gambarogno,21,215398,Vairano,6575
TI,5398,Gambarogno,21,215398,Gerra (Gambarogno),6576
TI,5398,Gambarogno,21,215398,Ranzo,6577
TI,5398,Gambarogno,21,215398,Caviano,6578
TI,5398,Gambarogno,21,215398,Piazzogna,6579
TI,5398,Gambarogno,21,215398,Cadenazzo,6593
TI,5398,Gambarogno,21,215398,Contone,6594
TI,5399,Verzasca,21,215399,Corippo,6631
TI,5399,Verzasca,21,215399,Vogorno,6632
TI,5399,Verzasca,21,215399,Lavertezzo,6633
TI,5399,Verzasca,21,215399,Brione (Verzasca),6634
TI,5399,Verzasca,21,215399,Gerra (Verzasca),6635
TI,5399,Verzasca,21,215399,Frasco,6636
TI,5399,Verzasca,21,215399,Sonogno,6637
VD,5401,Aigle,22,225401,Aigle,1860
VD,5401,Aigle,22,225401,Le Sépey,1863
VD,5402,Bex,22,225402,Bex,1880
VD,5402,Bex,22,225402,Frenières-sur-Bex,1880
VD,5402,Bex,22,225402,Fenalet-sur-Bex,1880
VD,5402,Bex,22,225402,Les Plans-sur-Bex,1880
VD,5402,Bex,22,225402,Les Posses-sur-Bex,1880
VD,5402,Bex,22,225402,Gryon,1882
VD,5403,Chessel,22,225403,Chessel,1846
VD,5404,Corbeyrier,22,225404,Corbeyrier,1856
VD,5405,Gryon,22,225405,Frenières-sur-Bex,1880
VD,5405,Gryon,22,225405,Les Posses-sur-Bex,1880
VD,5405,Gryon,22,225405,Gryon,1882
VD,5406,Lavey-Morcles,22,225406,Lavey-Village,1892
VD,5406,Lavey-Morcles,22,225406,Lavey-les-Bains,1892
VD,5406,Lavey-Morcles,22,225406,Morcles,1892
VD,5407,Leysin,22,225407,Leysin,1854
VD,5408,Noville,22,225408,Noville,1845
VD,5409,Ollon,22,225409,Aigle,1860
VD,5409,Ollon,22,225409,La Forclaz VD,1866
VD,5409,Ollon,22,225409,Ollon VD,1867
VD,5409,Ollon,22,225409,St-Triphon,1867
VD,5409,Ollon,22,225409,Panex,1867
VD,5409,Ollon,22,225409,Villars-sur-Ollon,1884
VD,5409,Ollon,22,225409,Arveyes,1884
VD,5409,Ollon,22,225409,Huémoz,1884
VD,5409,Ollon,22,225409,Chesières,1885
VD,5410,Ormont-Dessous,22,225410,La Lécherette,1660
VD,5410,Ormont-Dessous,22,225410,Corbeyrier,1856
VD,5410,Ormont-Dessous,22,225410,Les Mosses,1862
VD,5410,Ormont-Dessous,22,225410,La Comballaz,1862
VD,5410,Ormont-Dessous,22,225410,Le Sépey,1863
VD,5410,Ormont-Dessous,22,225410,La Forclaz VD,1866
VD,5411,Ormont-Dessus,22,225411,Vers-l'Eglise,1864
VD,5411,Ormont-Dessus,22,225411,Les Diablerets,1865
VD,5411,Ormont-Dessus,22,225411,La Forclaz VD,1866
VD,5412,Rennaz,22,225412,Rennaz,1847
VD,5413,Roche (VD),22,225413,Roche VD,1852
VD,5414,Villeneuve (VD),22,225414,Villeneuve VD,1844
VD,5415,Yvorne,22,225415,Yvorne,1853
VD,5422,Aubonne,22,225422,Aubonne,1170
VD,5422,Aubonne,22,225422,Bougy-Villars,1172
VD,5422,Aubonne,22,225422,Montherod,1174
VD,5422,Aubonne,22,225422,Pizy,1174
VD,5423,Ballens,22,225423,Ballens,1144
VD,5424,Berolle,22,225424,Berolle,1149
VD,5425,Bière,22,225425,Bière,1145
VD,5425,Bière,22,225425,Berolle,1149
VD,5426,Bougy-Villars,22,225426,Bougy-Villars,1172
VD,5427,Féchy,22,225427,Perroy,1166
VD,5427,Féchy,22,225427,Féchy,1173
VD,5428,Gimel,22,225428,Gimel,1188
VD,5429,Longirod,22,225429,Longirod,1261
VD,5430,Marchissy,22,225430,Marchissy,1261
VD,5431,Mollens (VD),22,225431,Mollens VD,1146
VD,5434,Saint-George,22,225434,St-George,1188
VD,5435,Saint-Livres,22,225435,Bière,1145
VD,5435,Saint-Livres,22,225435,St-Livres,1176
VD,5436,Saint-Oyens,22,225436,St-Oyens,1187
VD,5437,Saubraz,22,225437,Saubraz,1189
VD,5451,Avenches,22,225451,Domdidier,1564
VD,5451,Avenches,22,225451,Avenches,1580
VD,5451,Avenches,22,225451,Oleyres,1580
VD,5451,Avenches,22,225451,Donatyre,1580
VD,5456,Cudrefin,22,225456,Cudrefin,1588
VD,5458,Faoug,22,225458,Faoug,1595
VD,5464,Vully-les-Lacs,22,225464,Villars-le-Grand,1584
VD,5464,Vully-les-Lacs,22,225464,Salavaux,1585
VD,5464,Vully-les-Lacs,22,225464,Bellerive VD,1585
VD,5464,Vully-les-Lacs,22,225464,Cotterd,1585
VD,5464,Vully-les-Lacs,22,225464,Vallamand,1586
VD,5464,Vully-les-Lacs,22,225464,Montmagny,1587
VD,5464,Vully-les-Lacs,22,225464,Constantine,1587
VD,5464,Vully-les-Lacs,22,225464,Chabrey,1589
VD,5464,Vully-les-Lacs,22,225464,Mur (Vully) VD,1787
VD,5471,Bettens,22,225471,Bettens,1042
VD,5471,Bettens,22,225471,Daillens,1306
VD,5472,Bournens,22,225472,Bournens,1035
VD,5473,Boussens,22,225473,Boussens,1034
VD,5474,La Chaux (Cossonay),22,225474,Chavannes-le-Veyron,1148
VD,5474,La Chaux (Cossonay),22,225474,La Chaux (Cossonay),1308
VD,5474,La Chaux (Cossonay),22,225474,Chevilly,1316
VD,5475,Chavannes-le-Veyron,22,225475,Chavannes-le-Veyron,1148
VD,5476,Chevilly,22,225476,Chevilly,1316
VD,5477,Cossonay,22,225477,Cossonay-Ville,1304
VD,5477,Cossonay,22,225477,Allens,1304
VD,5479,Cuarnens,22,225479,Cuarnens,1148
VD,5480,Daillens,22,225480,Daillens,1306
VD,5481,Dizy,22,225481,Dizy,1304
VD,5482,Eclépens,22,225482,Eclépens,1312
VD,5483,Ferreyres,22,225483,Ferreyres,1313
VD,5484,Gollion,22,225484,Gollion,1124
VD,5485,Grancy,22,225485,Grancy,1117
VD,5486,L'Isle,22,225486,L'Isle,1148
VD,5486,L'Isle,22,225486,Villars-Bozon,1148
VD,5486,L'Isle,22,225486,La Coudre,1148
VD,5487,Lussery-Villars,22,225487,Lussery-Villars,1307
VD,5488,Mauraz,22,225488,Mauraz,1148
VD,5489,Mex (VD),22,225489,Mex VD,1031
VD,5490,Moiry,22,225490,Moiry VD,1148
VD,5491,Mont-la-Ville,22,225491,Mont-la-Ville,1148
VD,5491,Mont-la-Ville,22,225491,Vaulion,1325
VD,5492,Montricher,22,225492,Montricher,1147
VD,5493,Orny,22,225493,Orny,1317
VD,5493,Orny,22,225493,Bavois,1372
VD,5495,Penthalaz,22,225495,Penthalaz,1305
VD,5496,Penthaz,22,225496,Penthaz,1303
VD,5497,Pompaples,22,225497,Pompaples,1318
VD,5498,La Sarraz,22,225498,La Sarraz,1315
VD,5499,Senarclens,22,225499,Senarclens,1304
VD,5501,Sullens,22,225501,Sullens,1036
VD,5503,Vufflens-la-Ville,22,225503,Mex VD,1031
VD,5503,Vufflens-la-Ville,22,225503,Vufflens-la-Ville,1302
VD,5511,Assens,22,225511,Assens,1042
VD,5511,Assens,22,225511,Bioley-Orjulaz,1042
VD,5512,Bercher,22,225512,Bercher,1038
VD,5514,Bottens,22,225514,Bottens,1041
VD,5515,Bretigny-sur-Morrens,22,225515,Bretigny-sur-Morrens,1053
VD,5516,Cugy (VD),22,225516,Cugy VD,1053
VD,5518,Echallens,22,225518,Echallens,1040
VD,5520,Essertines-sur-Yverdon,22,225520,Essertines-sur-Yverdon,1417
VD,5520,Essertines-sur-Yverdon,22,225520,Epautheyres,1417
VD,5521,Etagnières,22,225521,Etagnières,1037
VD,5522,Fey,22,225522,Fey,1044
VD,5523,Froideville,22,225523,Froideville,1055
VD,5527,Morrens (VD),22,225527,Morrens VD,1054
VD,5529,Oulens-sous-Echallens,22,225529,Oulens-sous-Echallens,1377
VD,5530,Pailly,22,225530,Pailly,1416
VD,5531,Penthéréaz,22,225531,Penthéréaz,1375
VD,5533,Poliez-Pittet,22,225533,Poliez-Pittet,1041
VD,5534,Rueyres,22,225534,Rueyres,1046
VD,5535,Saint-Barthélemy (VD),22,225535,St-Barthélemy VD,1040
VD,5537,Villars-le-Terroir,22,225537,Villars-le-Terroir,1040
VD,5539,Vuarrens,22,225539,Vuarrens,1418
VD,5540,Montilliez,22,225540,Dommartin,1041
VD,5540,Montilliez,22,225540,Naz,1041
VD,5540,Montilliez,22,225540,Poliez-le-Grand,1041
VD,5540,Montilliez,22,225540,Sugnens,1043
VD,5541,Goumoëns,22,225541,Goumoens-la-Ville,1376
VD,5541,Goumoëns,22,225541,Eclagnens,1376
VD,5541,Goumoëns,22,225541,Goumoens-le-Jux,1376
VD,5551,Bonvillars,22,225551,Fontanezier,1423
VD,5551,Bonvillars,22,225551,Bonvillars,1427
VD,5552,Bullet,22,225552,Les Rasses,1452
VD,5552,Bullet,22,225552,Bullet,1453
VD,5553,Champagne,22,225553,Champagne,1424
VD,5554,Concise,22,225554,Concise,1426
VD,5554,Concise,22,225554,Vaumarcus,2028
VD,5555,Corcelles-près-Concise,22,225555,Corcelles-près-Concise,1426
VD,5556,Fiez,22,225556,Fiez,1420
VD,5556,Fiez,22,225556,Bullet,1453
VD,5557,Fontaines-sur-Grandson,22,225557,Fontaines-sur-Grandson,1421
VD,5557,Fontaines-sur-Grandson,22,225557,Mauborget,1453
VD,5559,Giez,22,225559,Giez,1429
VD,5560,Grandevent,22,225560,Grandevent,1421
VD,5561,Grandson,22,225561,Grandson,1422
VD,5562,Mauborget,22,225562,Mauborget,1453
VD,5563,Mutrux,22,225563,Mutrux,1428
VD,5564,Novalles,22,225564,Novalles,1431
VD,5565,Onnens (VD),22,225565,Onnens VD,1425
VD,5566,Provence,22,225566,Provence,1428
VD,5566,Provence,22,225566,Couvet,2108
VD,5568,Sainte-Croix,22,225568,Vuiteboeuf,1445
VD,5568,Sainte-Croix,22,225568,Ste-Croix,1450
VD,5568,Sainte-Croix,22,225568,La Sagne (Ste-Croix),1450
VD,5568,Sainte-Croix,22,225568,Le Château-de-Ste-Croix,1450
VD,5568,Sainte-Croix,22,225568,Les Rasses,1452
VD,5568,Sainte-Croix,22,225568,L'Auberson,1454
VD,5568,Sainte-Croix,22,225568,La Vraconnaz,1454
VD,5571,Tévenon,22,225571,Villars-Burquin,1423
VD,5571,Tévenon,22,225571,Fontanezier,1423
VD,5571,Tévenon,22,225571,Romairon,1423
VD,5571,Tévenon,22,225571,Vaugondry,1423
VD,5571,Tévenon,22,225571,Mauborget,1453
VD,5581,Belmont-sur-Lausanne,22,225581,Belmont-sur-Lausanne,1092
VD,5582,Cheseaux-sur-Lausanne,22,225582,Cheseaux-sur-Lausanne,1033
VD,5583,Crissier,22,225583,Crissier,1023
VD,5583,Crissier,22,225583,Cheseaux-sur-Lausanne,1033
VD,5584,Epalinges,22,225584,Epalinges,1066
VD,5585,Jouxtens-Mézery,22,225585,Jouxtens-Mézery,1008
VD,5586,Lausanne,22,225586,Lausanne 25,1000
VD,5586,Lausanne,22,225586,Lausanne 26,1000
VD,5586,Lausanne,22,225586,Lausanne 27,1000
VD,5586,Lausanne,22,225586,Lausanne,1003
VD,5586,Lausanne,22,225586,Lausanne,1004
VD,5586,Lausanne,22,225586,Lausanne,1005
VD,5586,Lausanne,22,225586,Lausanne,1006
VD,5586,Lausanne,22,225586,Lausanne,1007
VD,5586,Lausanne,22,225586,Lausanne,1010
VD,5586,Lausanne,22,225586,Lausanne,1011
VD,5586,Lausanne,22,225586,Lausanne,1012
VD,5586,Lausanne,22,225586,Lausanne,1018
VD,5586,Lausanne,22,225586,Crissier,1023
VD,5586,Lausanne,22,225586,Romanel-sur-Lausanne,1032
VD,5586,Lausanne,22,225586,Cheseaux-sur-Lausanne,1033
VD,5586,Lausanne,22,225586,Le Mont-sur-Lausanne,1052
VD,5586,Lausanne,22,225586,Cugy VD,1053
VD,5587,Le Mont-sur-Lausanne,22,225587,Le Mont-sur-Lausanne,1052
VD,5588,Paudex,22,225588,Paudex,1094
VD,5588,Paudex,22,225588,Lutry,1095
VD,5589,Prilly,22,225589,Prilly,1008
VD,5590,Pully,22,225590,Pully,1009
VD,5590,Pully,22,225590,Les Monts-de-Pully,1068
VD,5591,Renens (VD),22,225591,Prilly,1008
VD,5591,Renens (VD),22,225591,Renens VD,1020
VD,5592,Romanel-sur-Lausanne,22,225592,Romanel-sur-Lausanne,1032
VD,5601,Chexbres,22,225601,Chexbres,1071
VD,5604,Forel (Lavaux),22,225604,Forel (Lavaux),1072
VD,5604,Forel (Lavaux),22,225604,Les Cullayes,1080
VD,5604,Forel (Lavaux),22,225604,Grandvaux,1091
VD,5606,Lutry,22,225606,La Croix (Lutry),1090
VD,5606,Lutry,22,225606,Belmont-sur-Lausanne,1092
VD,5606,Lutry,22,225606,La Conversion,1093
VD,5606,Lutry,22,225606,Lutry,1095
VD,5607,Puidoux,22,225607,Puidoux,1070
VD,5607,Puidoux,22,225607,Rivaz,1071
VD,5607,Puidoux,22,225607,Cully,1096
VD,5607,Puidoux,22,225607,Epesses,1098
VD,5607,Puidoux,22,225607,Les Thioleyres,1607
VD,5609,Rivaz,22,225609,Chexbres,1071
VD,5609,Rivaz,22,225609,Rivaz,1071
VD,5610,Saint-Saphorin (Lavaux),22,225610,Chexbres,1071
VD,5610,Saint-Saphorin (Lavaux),22,225610,St-Saphorin (Lavaux),1071
VD,5611,Savigny,22,225611,Savigny,1073
VD,5611,Savigny,22,225611,Mollie-Margot,1073
VD,5611,Savigny,22,225611,La Croix (Lutry),1090
VD,5611,Savigny,22,225611,Aran,1091
VD,5613,Bourg-en-Lavaux,22,225613,Puidoux,1070
VD,5613,Bourg-en-Lavaux,22,225613,Grandvaux,1091
VD,5613,Bourg-en-Lavaux,22,225613,Aran,1091
VD,5613,Bourg-en-Lavaux,22,225613,Chenaux,1091
VD,5613,Bourg-en-Lavaux,22,225613,Lutry,1095
VD,5613,Bourg-en-Lavaux,22,225613,Cully,1096
VD,5613,Bourg-en-Lavaux,22,225613,Villette (Lavaux),1096
VD,5613,Bourg-en-Lavaux,22,225613,Riex,1097
VD,5613,Bourg-en-Lavaux,22,225613,Epesses,1098
VD,5621,Aclens,22,225621,Aclens,1123
VD,5622,Bremblens,22,225622,Bremblens,1121
VD,5623,Buchillon,22,225623,Buchillon,1164
VD,5624,Bussigny,22,225624,Bussigny,1030
VD,5627,Chavannes-près-Renens,22,225627,Lausanne,1015
VD,5627,Chavannes-près-Renens,22,225627,Chavannes-près-Renens,1022
VD,5628,Chigny,22,225628,Chigny,1134
VD,5629,Clarmont,22,225629,Clarmont,1127
VD,5631,Denens,22,225631,Denens,1135
VD,5632,Denges,22,225632,Denges,1026
VD,5633,Echandens,22,225633,Echandens,1026
VD,5634,Echichens,22,225634,Echichens,1112
VD,5634,Echichens,22,225634,St-Saphorin-sur-Morges,1113
VD,5634,Echichens,22,225634,Colombier VD,1114
VD,5634,Echichens,22,225634,Monnaz,1125
VD,5635,Ecublens (VD),22,225635,Lausanne,1015
VD,5635,Ecublens (VD),22,225635,Ecublens VD,1024
VD,5636,Etoy,22,225636,Etoy,1163
VD,5637,Lavigny,22,225637,Aubonne,1170
VD,5637,Lavigny,22,225637,Lavigny,1175
VD,5638,Lonay,22,225638,Lonay,1027
VD,5639,Lully (VD),22,225639,Lully VD,1132
VD,5639,Lully (VD),22,225639,St-Prex,1162
VD,5640,Lussy-sur-Morges,22,225640,Lussy-sur-Morges,1167
VD,5642,Morges,22,225642,Morges,1110
VD,5643,Préverenges,22,225643,Préverenges,1028
VD,5645,Romanel-sur-Morges,22,225645,Romanel-sur-Morges,1122
VD,5646,Saint-Prex,22,225646,St-Prex,1162
VD,5648,Saint-Sulpice (VD),22,225648,Lausanne,1015
VD,5648,Saint-Sulpice (VD),22,225648,St-Sulpice VD,1025
VD,5649,Tolochenaz,22,225649,Tolochenaz,1131
VD,5650,Vaux-sur-Morges,22,225650,Vaux-sur-Morges,1126
VD,5651,Villars-Sainte-Croix,22,225651,Villars-Ste-Croix,1029
VD,5652,Villars-sous-Yens,22,225652,Villars-sous-Yens,1168
VD,5653,Vufflens-le-Château,22,225653,Vufflens-le-Château,1134
VD,5654,Vullierens,22,225654,Vullierens,1115
VD,5655,Yens,22,225655,Yens,1169
VD,5656,Hautemorges,22,225656,Cottens VD,1116
VD,5656,Hautemorges,22,225656,Reverolle,1128
VD,5656,Hautemorges,22,225656,Bussy-Chardonney,1136
VD,5656,Hautemorges,22,225656,Sévery,1141
VD,5656,Hautemorges,22,225656,Pampigny,1142
VD,5656,Hautemorges,22,225656,Apples,1143
VD,5661,Boulens,22,225661,Bercher,1038
VD,5661,Boulens,22,225661,Boulens,1063
VD,5663,Bussy-sur-Moudon,22,225663,Bussy-sur-Moudon,1514
VD,5665,Chavannes-sur-Moudon,22,225665,Chavannes-sur-Moudon,1512
VD,5669,Curtilles,22,225669,Curtilles,1521
VD,5671,Dompierre (VD),22,225671,Dompierre VD,1682
VD,5673,Hermenches,22,225673,Peney-le-Jorat,1059
VD,5673,Hermenches,22,225673,Hermenches,1513
VD,5674,Lovatens,22,225674,Lovatens,1682
VD,5675,Lucens,22,225675,Lucens,1522
VD,5675,Lucens,22,225675,Oulens-sur-Lucens,1522
VD,5675,Lucens,22,225675,Forel-sur-Lucens,1526
VD,5675,Lucens,22,225675,Cremin,1526
VD,5675,Lucens,22,225675,Brenles,1683
VD,5675,Lucens,22,225675,Chesalles-sur-Moudon,1683
VD,5675,Lucens,22,225675,Sarzens,1683
VD,5678,Moudon,22,225678,Moudon,1510
VD,5680,Ogens,22,225680,Ogens,1045
VD,5683,Prévonloup,22,225683,Prévonloup,1682
VD,5684,Rossenges,22,225684,Rossenges,1513
VD,5688,Syens,22,225688,Syens,1510
VD,5690,Villars-le-Comte,22,225690,Villars-le-Comte,1515
VD,5692,Vucherens,22,225692,Vucherens,1509
VD,5693,Montanaire,22,225693,Bercher,1038
VD,5693,Montanaire,22,225693,Chapelle-sur-Moudon,1063
VD,5693,Montanaire,22,225693,Martherenges,1063
VD,5693,Montanaire,22,225693,Peyres-Possens,1063
VD,5693,Montanaire,22,225693,Chanéaz,1409
VD,5693,Montanaire,22,225693,Thierrens,1410
VD,5693,Montanaire,22,225693,Correvon,1410
VD,5693,Montanaire,22,225693,Denezy,1410
VD,5693,Montanaire,22,225693,St-Cierges,1410
