GDEKT,GDENR,GDENAME,KTNR,UID,ORTSCHAFTSNAME,PLZ
ZH,0001,Aeugst am Albis,01,010001,Aeugst am Albis,8914
ZH,0001,Aeugst am Albis,01,010001,Aeugstertal,8914
ZH,0002,Affoltern am Albis,01,010002,Zwillikon,8909
ZH,0002,Affoltern am Albis,01,010002,Affoltern am Albis,8910
ZH,0003,Bonstetten,01,010003,Bonstetten,8906
ZH,0004,Hausen am Albis,01,010004,Sihlbrugg,6340
ZH,0004,Hausen am Albis,01,010004,Langnau am Albis,8135
ZH,0004,Hausen am Albis,01,010004,Hausen am Albis,8915
ZH,0004,Hausen am Albis,01,010004,Ebertswil,8925
ZH,0005,Hedingen,01,010005,Hedingen,8908
ZH,0006,Kappel am Albis,01,010006,Kappel am Albis,8926
ZH,0006,Kappel am Albis,01,010006,Hauptikon,8926
ZH,0006,Kappel am Albis,01,010006,Uerzlikon,8926
ZH,0007,Knonau,01,010007,Knonau,8934
ZH,0008,Maschwanden,01,010008,Maschwanden,8933
ZH,0009,Mettmenstetten,01,010009,Mettmenstetten,8932
ZH,0010,Obfelden,01,010010,Affoltern am Albis,8910
ZH,0010,Obfelden,01,010010,Obfelden,8912
ZH,0011,Ottenbach,01,010011,Ottenbach,8913
ZH,0012,Rifferswil,01,010012,Rifferswil,8911
ZH,0013,Stallikon,01,010013,Adliswil,8134
ZH,0013,Stallikon,01,010013,Stallikon,8143
ZH,0013,Stallikon,01,010013,Uetliberg,8143
ZH,0014,Wettswil am Albis,01,010014,Wettswil,8907
ZH,0022,Benken (ZH),01,010022,Benken ZH,8463
ZH,0023,Berg am Irchel,01,010023,Berg am Irchel,8415
ZH,0023,Berg am Irchel,01,010023,Gräslikon,8415
ZH,0024,Buch am Irchel,01,010024,Buch am Irchel,8414
ZH,0025,Dachsen,01,010025,Dachsen,8447
ZH,0026,Dorf,01,010026,Dorf,8458
ZH,0027,Feuerthalen,01,010027,Feuerthalen,8245
ZH,0027,Feuerthalen,01,010027,Langwiesen,8246
ZH,0028,Flaach,01,010028,Flaach,8416
ZH,0029,Flurlingen,01,010029,Flurlingen,8247
ZH,0031,Henggart,01,010031,Henggart,8444
ZH,0033,Kleinandelfingen,01,010033,Kleinandelfingen,8451
ZH,0033,Kleinandelfingen,01,010033,Alten,8453
ZH,0033,Kleinandelfingen,01,010033,Oerlingen,8461
ZH,0034,Laufen-Uhwiesen,01,010034,Nohl,8212
ZH,0034,Laufen-Uhwiesen,01,010034,Uhwiesen,8248
ZH,0034,Laufen-Uhwiesen,01,010034,Dachsen,8447
ZH,0035,Marthalen,01,010035,Marthalen,8460
ZH,0035,Marthalen,01,010035,Ellikon am Rhein,8464
ZH,0037,Ossingen,01,010037,Trüllikon,8466
ZH,0037,Ossingen,01,010037,Ossingen,8475
ZH,0038,Rheinau,01,010038,Rheinau,8462
ZH,0038,Rheinau,01,010038,Ellikon am Rhein,8464
ZH,0039,Thalheim an der Thur,01,010039,Thalheim an der Thur,8478
ZH,0040,Trüllikon,01,010040,Rudolfingen,8465
ZH,0040,Trüllikon,01,010040,Wildensbuch,8465
ZH,0040,Trüllikon,01,010040,Trüllikon,8466
ZH,0041,Truttikon,01,010041,Truttikon,8467
ZH,0043,Volken,01,010043,Volken,8459
ZH,0051,Bachenbülach,01,010051,Bülach,8180
ZH,0051,Bachenbülach,01,010051,Bachenbülach,8184
ZH,0052,Bassersdorf,01,010052,Bassersdorf,8303
ZH,0053,Bülach,01,010053,Bülach,8180
ZH,0053,Bülach,01,010053,Glattfelden,8192
ZH,0054,Dietlikon,01,010054,Dietlikon,8305
ZH,0054,Dietlikon,01,010054,Dübendorf,8600
ZH,0055,Eglisau,01,010055,Eglisau,8193
ZH,0055,Eglisau,01,010055,Rafz,8197
ZH,0056,Embrach,01,010056,Embrach,8424
ZH,0057,Freienstein-Teufen,01,010057,Freienstein,8427
ZH,0057,Freienstein-Teufen,01,010057,Teufen ZH,8428
ZH,0058,Glattfelden,01,010058,Bülach,8180
ZH,0058,Glattfelden,01,010058,Glattfelden,8192
ZH,0058,Glattfelden,01,010058,Zweidlen,8192
ZH,0058,Glattfelden,01,010058,Eglisau,8193
ZH,0059,Hochfelden,01,010059,Hochfelden,8182
ZH,0059,Hochfelden,01,010059,Glattfelden,8192
ZH,0060,Höri,01,010060,Höri,8181
ZH,0061,Hüntwangen,01,010061,Hüntwangen,8194
ZH,0062,Kloten,01,010062,Kloten,8302
ZH,0062,Kloten,01,010062,Nürensdorf,8309
ZH,0063,Lufingen,01,010063,Lufingen,8426
ZH,0064,Nürensdorf,01,010064,Nürensdorf,8309
ZH,0065,Oberembrach,01,010065,Oberembrach,8425
ZH,0066,Opfikon,01,010066,Zürich,8052
ZH,0066,Opfikon,01,010066,Glattbrugg,8152
ZH,0066,Opfikon,01,010066,Opfikon,8152
ZH,0066,Opfikon,01,010066,Glattpark (Opfikon),8152
ZH,0067,Rafz,01,010067,Rafz,8197
ZH,0068,Rorbas,01,010068,Rorbas,8427
ZH,0068,Rorbas,01,010068,Teufen ZH,8428
ZH,0069,Wallisellen,01,010069,Wallisellen,8304
ZH,0070,Wasterkingen,01,010070,Wasterkingen,8195
ZH,0070,Wasterkingen,01,010070,Wil ZH,8196
ZH,0071,Wil (ZH),01,010071,Wil ZH,8196
ZH,0071,Wil (ZH),01,010071,Rafz,8197
ZH,0072,Winkel,01,010072,Bülach,8180
ZH,0072,Winkel,01,010072,Winkel,8185
ZH,0081,Bachs,01,010081,Bachs,8164
ZH,0082,Boppelsen,01,010082,Boppelsen,8113
ZH,0082,Boppelsen,01,010082,Regensberg,8158
ZH,0083,Buchs (ZH),01,010083,Buchs ZH,8107
ZH,0084,Dällikon,01,010084,Dällikon,8108
ZH,0085,Dänikon,01,010085,Dänikon ZH,8114
ZH,0086,Dielsdorf,01,010086,Dielsdorf,8157
ZH,0087,Hüttikon,01,010087,Hüttikon,8115
ZH,0088,Neerach,01,010088,Steinmaur,8162
ZH,0088,Neerach,01,010088,Bachs,8164
ZH,0088,Neerach,01,010088,Neerach,8173
ZH,0088,Neerach,01,010088,Stadel b. Niederglatt,8174
ZH,0089,Niederglatt,01,010089,Niederhasli,8155
ZH,0089,Niederglatt,01,010089,Niederglatt ZH,8172
ZH,0090,Niederhasli,01,010090,Niederhasli,8155
ZH,0090,Niederhasli,01,010090,Nassenwil,8155
ZH,0090,Niederhasli,01,010090,Oberhasli,8156
ZH,0091,Niederweningen,01,010091,Niederweningen,8166
ZH,0092,Oberglatt,01,010092,Oberglatt ZH,8154
ZH,0093,Oberweningen,01,010093,Siglistorf,5462
ZH,0093,Oberweningen,01,010093,Oberweningen,8165
ZH,0094,Otelfingen,01,010094,Buchs ZH,8107
ZH,0094,Otelfingen,01,010094,Otelfingen,8112
ZH,0095,Regensberg,01,010095,Regensberg,8158
ZH,0096,Regensdorf,01,010096,Regensdorf,8105
ZH,0096,Regensdorf,01,010096,Watt,8105
ZH,0096,Regensdorf,01,010096,Adlikon b. Regensdorf,8106
ZH,0097,Rümlang,01,010097,Zürich,8052
ZH,0097,Rümlang,01,010097,Glattbrugg,8152
ZH,0097,Rümlang,01,010097,Rümlang,8153
ZH,0098,Schleinikon,01,010098,Schleinikon,8165
ZH,0099,Schöfflisdorf,01,010099,Schöfflisdorf,8165
ZH,0100,Stadel,01,010100,Stadel b. Niederglatt,8174
ZH,0100,Stadel,01,010100,Windlach,8175
ZH,0101,Steinmaur,01,010101,Niederhasli,8155
ZH,0101,Steinmaur,01,010101,Steinmaur,8162
ZH,0101,Steinmaur,01,010101,Sünikon,8162
ZH,0102,Weiach,01,010102,Weiach,8187
ZH,0111,Bäretswil,01,010111,Hinwil,8340
ZH,0111,Bäretswil,01,010111,Bäretswil,8344
ZH,0111,Bäretswil,01,010111,Adetswil,8345
ZH,0111,Bäretswil,01,010111,Gibswil,8498
ZH,0112,Bubikon,01,010112,Bubikon,8608
ZH,0112,Bubikon,01,010112,Wolfhausen,8633
ZH,0113,Dürnten,01,010113,Hinwil,8340
ZH,0113,Dürnten,01,010113,Bubikon,8608
ZH,0113,Dürnten,01,010113,Rüti ZH,8630
ZH,0113,Dürnten,01,010113,Tann,8632
ZH,0113,Dürnten,01,010113,Dürnten,8635
ZH,0113,Dürnten,01,010113,Wald ZH,8636
ZH,0114,Fischenthal,01,010114,Hinwil,8340
ZH,0114,Fischenthal,01,010114,Bauma,8494
ZH,0114,Fischenthal,01,010114,Steg im Tösstal,8496
ZH,0114,Fischenthal,01,010114,Fischenthal,8497
ZH,0114,Fischenthal,01,010114,Gibswil,8498
ZH,0115,Gossau (ZH),01,010115,Bertschikon (Gossau ZH),8614
ZH,0115,Gossau (ZH),01,010115,Mönchaltorf,8617
ZH,0115,Gossau (ZH),01,010115,Grüt (Gossau ZH),8624
ZH,0115,Gossau (ZH),01,010115,Gossau ZH,8625
ZH,0115,Gossau (ZH),01,010115,Ottikon (Gossau ZH),8626
ZH,0115,Gossau (ZH),01,010115,Grüningen,8627
ZH,0116,Grüningen,01,010116,Grüningen,8627
ZH,0117,Hinwil,01,010117,Hinwil,8340
ZH,0117,Hinwil,01,010117,Wernetshausen,8342
ZH,0117,Hinwil,01,010117,Gibswil,8498
ZH,0118,Rüti (ZH),01,010118,Rüti ZH,8630
ZH,0118,Rüti (ZH),01,010118,Wald ZH,8636
ZH,0119,Seegräben,01,010119,Aathal-Seegräben,8607
ZH,0120,Wald (ZH),01,010120,Fischenthal,8497
ZH,0120,Wald (ZH),01,010120,Wald ZH,8636
ZH,0120,Wald (ZH),01,010120,Laupen ZH,8637
ZH,0121,Wetzikon (ZH),01,010121,Adetswil,8345
ZH,0121,Wetzikon (ZH),01,010121,Wetzikon ZH,8620
ZH,0121,Wetzikon (ZH),01,010121,Wetzikon ZH,8623
ZH,0131,Adliswil,01,010131,Zürich,8041
ZH,0131,Adliswil,01,010131,Adliswil,8134
ZH,0135,Kilchberg (ZH),01,010135,Kilchberg ZH,8802
ZH,0135,Kilchberg (ZH),01,010135,Rüschlikon,8803
ZH,0136,Langnau am Albis,01,010136,Langnau am Albis,8135
ZH,0137,Oberrieden,01,010137,Oberrieden,8942
ZH,0138,Richterswil,01,010138,Richterswil,8805
ZH,0138,Richterswil,01,010138,Samstagern,8833
ZH,0139,Rüschlikon,01,010139,Rüschlikon,8803
ZH,0141,Thalwil,01,010141,Gattikon,8136
ZH,0141,Thalwil,01,010141,Thalwil,8800
ZH,0151,Erlenbach (ZH),01,010151,Erlenbach ZH,8703
ZH,0152,Herrliberg,01,010152,Erlenbach ZH,8703
ZH,0152,Herrliberg,01,010152,Herrliberg,8704
ZH,0153,Hombrechtikon,01,010153,Grüningen,8627
ZH,0153,Hombrechtikon,01,010153,Hombrechtikon,8634
ZH,0153,Hombrechtikon,01,010153,Feldbach,8714
ZH,0154,Küsnacht (ZH),01,010154,Forch,8127
ZH,0154,Küsnacht (ZH),01,010154,Küsnacht ZH,8700
ZH,0155,Männedorf,01,010155,Oetwil am See,8618
ZH,0155,Männedorf,01,010155,Männedorf,8708
ZH,0156,Meilen,01,010156,Meilen,8706
ZH,0157,Oetwil am See,01,010157,Oetwil am See,8618
ZH,0158,Stäfa,01,010158,Hombrechtikon,8634
ZH,0158,Stäfa,01,010158,Stäfa,8712
ZH,0158,Stäfa,01,010158,Uerikon,8713
ZH,0159,Uetikon am See,01,010159,Uetikon am See,8707
ZH,0160,Zumikon,01,010160,Zumikon,8126
ZH,0161,Zollikon,01,010161,Zollikerberg,8125
ZH,0161,Zollikon,01,010161,Zollikon,8702
ZH,0172,Fehraltorf,01,010172,Illnau,8308
ZH,0172,Fehraltorf,01,010172,Fehraltorf,8320
ZH,0173,Hittnau,01,010173,Hittnau,8335
ZH,0176,Lindau,01,010176,Kemptthal,8310
ZH,0176,Lindau,01,010176,Grafstal,8310
ZH,0176,Lindau,01,010176,Winterberg ZH,8312
ZH,0176,Lindau,01,010176,Lindau,8315
ZH,0176,Lindau,01,010176,Tagelswangen,8317
ZH,0177,Pfäffikon,01,010177,Pfäffikon ZH,8330
ZH,0177,Pfäffikon,01,010177,Auslikon,8331
ZH,0177,Pfäffikon,01,010177,Wetzikon ZH,8623
ZH,0178,Russikon,01,010178,Madetswil,8322
ZH,0178,Russikon,01,010178,Gündisau,8322
ZH,0178,Russikon,01,010178,Russikon,8332
ZH,0178,Russikon,01,010178,Rumlikon,8332
ZH,0180,Weisslingen,01,010180,Agasul,8308
ZH,0180,Weisslingen,01,010180,Weisslingen,8484
ZH,0180,Weisslingen,01,010180,Neschwil,8484
ZH,0180,Weisslingen,01,010180,Theilingen,8484
ZH,0180,Weisslingen,01,010180,Rikon im Tösstal,8486
ZH,0181,Wila,01,010181,Wila,8492
ZH,0181,Wila,01,010181,Saland,8493
ZH,0182,Wildberg,01,010182,Madetswil,8322
ZH,0182,Wildberg,01,010182,Turbenthal,8488
ZH,0182,Wildberg,01,010182,Wildberg,8489
ZH,0182,Wildberg,01,010182,Schalchen,8489
ZH,0182,Wildberg,01,010182,Ehrikon,8489
ZH,0191,Dübendorf,01,010191,Gockhausen,8044
ZH,0191,Dübendorf,01,010191,Zürich,8051
ZH,0191,Dübendorf,01,010191,Dübendorf,8600
ZH,0191,Dübendorf,01,010191,Schwerzenbach,8603
ZH,0192,Egg,01,010192,Forch,8127
ZH,0192,Egg,01,010192,Egg b. Zürich,8132
ZH,0192,Egg,01,010192,Hinteregg,8132
ZH,0192,Egg,01,010192,Esslingen,8133
ZH,0193,Fällanden,01,010193,Fällanden,8117
ZH,0193,Fällanden,01,010193,Pfaffhausen,8118
ZH,0193,Fällanden,01,010193,Benglen,8121
ZH,0194,Greifensee,01,010194,Greifensee,8606
ZH,0195,Maur,01,010195,Binz,8122
ZH,0195,Maur,01,010195,Ebmatingen,8123
ZH,0195,Maur,01,010195,Maur,8124
ZH,0195,Maur,01,010195,Forch,8127
ZH,0195,Maur,01,010195,Hinteregg,8132
ZH,0196,Mönchaltorf,01,010196,Aathal-Seegräben,8607
ZH,0196,Mönchaltorf,01,010196,Mönchaltorf,8617
ZH,0197,Schwerzenbach,01,010197,Dübendorf,8600
ZH,0197,Schwerzenbach,01,010197,Schwerzenbach,8603
ZH,0198,Uster,01,010198,Gutenswil,8605
ZH,0198,Uster,01,010198,Nänikon,8606
ZH,0198,Uster,01,010198,Uster,8610
ZH,0198,Uster,01,010198,Sulzbach,8614
ZH,0198,Uster,01,010198,Wermatswil,8615
ZH,0198,Uster,01,010198,Freudwil,8615
ZH,0198,Uster,01,010198,Riedikon,8616
ZH,0198,Uster,01,010198,Mönchaltorf,8617
ZH,0199,Volketswil,01,010199,Effretikon,8307
ZH,0199,Volketswil,01,010199,Volketswil,8604
ZH,0199,Volketswil,01,010199,Gutenswil,8605
ZH,0200,Wangen-Brüttisellen,01,010200,Brüttisellen,8306
ZH,0200,Wangen-Brüttisellen,01,010200,Wangen b. Dübendorf,8602
ZH,0211,Altikon,01,010211,Altikon,8479
ZH,0213,Brütten,01,010213,Brütten,8311
ZH,0214,Dägerlen,01,010214,Rutschwil (Dägerlen),8471
ZH,0214,Dägerlen,01,010214,Dägerlen,8471
ZH,0214,Dägerlen,01,010214,Oberwil (Dägerlen),8471
ZH,0214,Dägerlen,01,010214,Berg (Dägerlen),8471
ZH,0214,Dägerlen,01,010214,Bänk (Dägerlen),8471
ZH,0215,Dättlikon,01,010215,Dättlikon,8421
ZH,0216,Dinhard,01,010216,Dinhard,8474
ZH,0218,Ellikon an der Thur,01,010218,Ellikon an der Thur,8548
ZH,0219,Elsau,01,010219,Elsau,8352
ZH,0220,Hagenbuch,01,010220,Gerlikon,8500
ZH,0220,Hagenbuch,01,010220,Hagenbuch ZH,8523
ZH,0221,Hettlingen,01,010221,Hettlingen,8442
ZH,0223,Neftenbach,01,010223,Aesch (Neftenbach),8412
ZH,0223,Neftenbach,01,010223,Riet (Neftenbach),8412
ZH,0223,Neftenbach,01,010223,Hünikon (Neftenbach),8412
ZH,0223,Neftenbach,01,010223,Neftenbach,8413
ZH,0224,Pfungen,01,010224,Pfungen,8422
ZH,0225,Rickenbach (ZH),01,010225,Rickenbach ZH,8545
ZH,0225,Rickenbach (ZH),01,010225,Rickenbach Sulz,8545
ZH,0226,Schlatt (ZH),01,010226,Hofstetten ZH,8354
ZH,0226,Schlatt (ZH),01,010226,Winterthur,8405
ZH,0226,Schlatt (ZH),01,010226,Schlatt ZH,8418
ZH,0227,Seuzach,01,010227,Seuzach,8472
ZH,0228,Turbenthal,01,010228,Bichelsee,8363
ZH,0228,Turbenthal,01,010228,Turbenthal,8488
ZH,0228,Turbenthal,01,010228,Wila,8492
ZH,0228,Turbenthal,01,010228,Schmidrüti,8495
ZH,0230,Winterthur,01,010230,Kemptthal,8310
ZH,0230,Winterthur,01,010230,Ricketwil (Winterthur),8352
ZH,0230,Winterthur,01,010230,Winterthur,8400
ZH,0230,Winterthur,01,010230,Winterthur,8404
ZH,0230,Winterthur,01,010230,Reutlingen (Winterthur),8404
ZH,0230,Winterthur,01,010230,Stadel (Winterthur),8404
ZH,0230,Winterthur,01,010230,Winterthur,8405
ZH,0230,Winterthur,01,010230,Winterthur,8406
ZH,0230,Winterthur,01,010230,Winterthur,8408
ZH,0230,Winterthur,01,010230,Winterthur,8409
ZH,0230,Winterthur,01,010230,Sennhof (Winterthur),8482
ZH,0230,Winterthur,01,010230,Wiesendangen,8542
ZH,0230,Winterthur,01,010230,Rickenbach Sulz,8545
ZH,0231,Zell (ZH),01,010231,Kollbrunn,8483
ZH,0231,Zell (ZH),01,010231,Rikon im Tösstal,8486
ZH,0231,Zell (ZH),01,010231,Zell ZH,8487
ZH,0231,Zell (ZH),01,010231,Rämismühle,8487
ZH,0241,Aesch (ZH),01,010241,Aesch ZH,8904
ZH,0242,Birmensdorf (ZH),01,010242,Uitikon Waldegg,8142
ZH,0242,Birmensdorf (ZH),01,010242,Birmensdorf ZH,8903
ZH,0243,Dietikon,01,010243,Dietikon,8953
ZH,0244,Geroldswil,01,010244,Fahrweid,8951
ZH,0244,Geroldswil,01,010244,Geroldswil,8954
ZH,0245,Oberengstringen,01,010245,Oberengstringen,8102
ZH,0246,Oetwil an der Limmat,01,010246,Oetwil an der Limmat,8955
ZH,0247,Schlieren,01,010247,Urdorf,8902
ZH,0247,Schlieren,01,010247,Schlieren,8952
ZH,0248,Uitikon,01,010248,Uitikon Waldegg,8142
ZH,0248,Uitikon,01,010248,Uetliberg,8143
ZH,0249,Unterengstringen,01,010249,Unterengstringen,8103
ZH,0249,Unterengstringen,01,010249,Fahrweid,8951
ZH,0250,Urdorf,01,010250,Urdorf,8902
ZH,0251,Weiningen (ZH),01,010251,Weiningen ZH,8104
ZH,0251,Weiningen (ZH),01,010251,Fahrweid,8951
ZH,0261,Zürich,01,010261,Zürich,8001
ZH,0261,Zürich,01,010261,Zürich,8002
ZH,0261,Zürich,01,010261,Zürich,8003
ZH,0261,Zürich,01,010261,Zürich,8004
ZH,0261,Zürich,01,010261,Zürich,8005
ZH,0261,Zürich,01,010261,Zürich,8006
ZH,0261,Zürich,01,010261,Zürich,8008
ZH,0261,Zürich,01,010261,Zürich,8032
ZH,0261,Zürich,01,010261,Zürich,8037
ZH,0261,Zürich,01,010261,Zürich,8038
ZH,0261,Zürich,01,010261,Zürich,8041
ZH,0261,Zürich,01,010261,Zürich,8044
ZH,0261,Zürich,01,010261,Zürich,8045
ZH,0261,Zürich,01,010261,Zürich,8046
ZH,0261,Zürich,01,010261,Zürich,8047
ZH,0261,Zürich,01,010261,Zürich,8048
ZH,0261,Zürich,01,010261,Zürich,8049
ZH,0261,Zürich,01,010261,Zürich,8050
ZH,0261,Zürich,01,010261,Zürich,8051
ZH,0261,Zürich,01,010261,Zürich,8052
ZH,0261,Zürich,01,010261,Zürich,8053
ZH,0261,Zürich,01,010261,Zürich,8055
ZH,0261,Zürich,01,010261,Zürich,8057
ZH,0261,Zürich,01,010261,Zürich,8064
ZH,0261,Zürich,01,010261,Zollikerberg,8125
ZH,0261,Zürich,01,010261,Adliswil,8134
ZH,0261,Zürich,01,010261,Uitikon Waldegg,8142
ZH,0261,Zürich,01,010261,Uetliberg,8143
ZH,0261,Zürich,01,010261,Glattbrugg,8152
ZH,0261,Zürich,01,010261,Schlieren,8952
ZH,0292,Stammheim,01,010292,Waltalingen,8468
ZH,0292,Stammheim,01,010292,Guntalingen,8468
ZH,0292,Stammheim,01,010292,Unterstammheim,8476
ZH,0292,Stammheim,01,010292,Oberstammheim,8477
ZH,0292,Stammheim,01,010292,Wilen b. Neunforn,8525
ZH,0293,Wädenswil,01,010293,Au ZH,8804
ZH,0293,Wädenswil,01,010293,Wädenswil,8820
ZH,0293,Wädenswil,01,010293,Schönenberg ZH,8824
ZH,0293,Wädenswil,01,010293,Hütten,8825
ZH,0294,Elgg,01,010294,Elgg,8353
ZH,0294,Elgg,01,010294,Hofstetten ZH,8354
ZH,0294,Elgg,01,010294,Dickbuch,8354
ZH,0294,Elgg,01,010294,Aadorf,8355
ZH,0294,Elgg,01,010294,Hagenbuch ZH,8523
ZH,0295,Horgen,01,010295,Sihlbrugg,6340
ZH,0295,Horgen,01,010295,Langnau am Albis,8135
ZH,0295,Horgen,01,010295,Sihlbrugg Station,8135
ZH,0295,Horgen,01,010295,Sihlwald,8135
ZH,0295,Horgen,01,010295,Horgen,8810
ZH,0295,Horgen,01,010295,Horgenberg,8815
ZH,0295,Horgen,01,010295,Hirzel,8816
ZH,0296,Illnau-Effretikon,01,010296,Effretikon,8307
ZH,0296,Illnau-Effretikon,01,010296,Ottikon b. Kemptthal,8307
ZH,0296,Illnau-Effretikon,01,010296,Illnau,8308
ZH,0296,Illnau-Effretikon,01,010296,Agasul,8308
ZH,0296,Illnau-Effretikon,01,010296,Kyburg,8314
ZH,0296,Illnau-Effretikon,01,010296,Sennhof (Winterthur),8482
ZH,0296,Illnau-Effretikon,01,010296,Kollbrunn,8483
ZH,0297,Bauma,01,010297,Saland,8493
ZH,0297,Bauma,01,010297,Bauma,8494
ZH,0297,Bauma,01,010297,Sternenberg,8499
ZH,0298,Wiesendangen,01,010298,Wiesendangen,8542
ZH,0298,Wiesendangen,01,010298,Bertschikon,8543
ZH,0298,Wiesendangen,01,010298,Gundetswil,8543
ZH,0298,Wiesendangen,01,010298,Kefikon ZH,8543
ZH,0298,Wiesendangen,01,010298,Attikon,8544
ZH,0298,Wiesendangen,01,010298,Menzengrüt,8546
BE,0301,Aarberg,02,020301,Lyss,3250
BE,0301,Aarberg,02,020301,Seedorf BE,3267
BE,0301,Aarberg,02,020301,Aarberg,3270
BE,0301,Aarberg,02,020301,Kappelen,3273
BE,0302,Bargen (BE),02,020302,Bargen BE,3282
BE,0302,Bargen (BE),02,020302,Kallnach,3283
BE,0303,Grossaffoltern,02,020303,Grossaffoltern,3257
BE,0303,Grossaffoltern,02,020303,Ammerzwil BE,3257
BE,0303,Grossaffoltern,02,020303,Suberg,3262
BE,0304,Kallnach,02,020304,Golaten,3207
BE,0304,Kallnach,02,020304,Treiten,3226
BE,0304,Kallnach,02,020304,Kallnach,3283
BE,0304,Kallnach,02,020304,Niederried b. Kallnach,3283
BE,0305,Kappelen,02,020305,Lyss,3250
BE,0305,Kappelen,02,020305,Worben,3252
BE,0305,Kappelen,02,020305,Kappelen,3273
BE,0306,Lyss,02,020306,Studen BE,2557
BE,0306,Lyss,02,020306,Lyss,3250
BE,0306,Lyss,02,020306,Busswil BE,3292
BE,0307,Meikirch,02,020307,Ortschwaben,3042
BE,0307,Meikirch,02,020307,Meikirch,3045
BE,0307,Meikirch,02,020307,Wahlendorf,3046
BE,0309,Radelfingen,02,020309,Detligen,3036
BE,0309,Radelfingen,02,020309,Radelfingen b. Aarberg,3271
BE,0310,Rapperswil (BE),02,020310,Lätti,3053
BE,0310,Rapperswil (BE),02,020310,Wengi b. Büren,3251
BE,0310,Rapperswil (BE),02,020310,Ruppoldsried,3251
BE,0310,Rapperswil (BE),02,020310,Messen,3254
BE,0310,Rapperswil (BE),02,020310,Rapperswil BE,3255
BE,0310,Rapperswil (BE),02,020310,Dieterswil,3256
BE,0310,Rapperswil (BE),02,020310,Bangerten b. Dieterswil,3256
BE,0310,Rapperswil (BE),02,020310,Seewil,3256
BE,0311,Schüpfen,02,020311,Münchenbuchsee,3053
BE,0311,Schüpfen,02,020311,Schüpfen,3054
BE,0312,Seedorf (BE),02,020312,Frieswil,3035
BE,0312,Seedorf (BE),02,020312,Wiler b. Seedorf,3266
BE,0312,Seedorf (BE),02,020312,Seedorf BE,3267
BE,0312,Seedorf (BE),02,020312,Lobsigen,3268
BE,0312,Seedorf (BE),02,020312,Aarberg,3270
BE,0321,Aarwangen,02,020321,Aarwangen,4912
BE,0321,Aarwangen,02,020321,Bützberg,4922
BE,0322,Auswil,02,020322,Rohrbach,4938
BE,0322,Auswil,02,020322,Auswil,4944
BE,0323,Bannwil,02,020323,Aarwangen,4912
BE,0323,Bannwil,02,020323,Bannwil,4913
BE,0324,Bleienbach,02,020324,Bleienbach,3368
BE,0325,Busswil bei Melchnau,02,020325,Busswil b. Melchnau,4917
BE,0326,Gondiswil,02,020326,Gondiswil,4955
BE,0329,Langenthal,02,020329,Langenthal,4900
BE,0329,Langenthal,02,020329,Untersteckholz,4916
BE,0329,Langenthal,02,020329,Obersteckholz,4924
BE,0331,Lotzwil,02,020331,Bleienbach,3368
BE,0331,Lotzwil,02,020331,Lotzwil,4932
BE,0332,Madiswil,02,020332,Reisiswil,4919
BE,0332,Madiswil,02,020332,Gutenburg,4932
BE,0332,Madiswil,02,020332,Madiswil,4934
BE,0332,Madiswil,02,020332,Leimiswil,4935
BE,0332,Madiswil,02,020332,Kleindietwil,4936
BE,0333,Melchnau,02,020333,Melchnau,4917
BE,0333,Melchnau,02,020333,Grossdietwil,6146
BE,0333,Melchnau,02,020333,Altbüron,6147
BE,0335,Oeschenbach,02,020335,Oeschenbach,4943
BE,0336,Reisiswil,02,020336,Reisiswil,4919
BE,0337,Roggwil (BE),02,020337,Roggwil BE,4914
BE,0338,Rohrbach,02,020338,Rohrbach,4938
BE,0339,Rohrbachgraben,02,020339,Rohrbachgraben,4938
BE,0340,Rütschelen,02,020340,Rütschelen,4933
BE,0341,Schwarzhäusern,02,020341,Schwarzhäusern,4911
BE,0342,Thunstetten,02,020342,Bützberg,4922
BE,0342,Thunstetten,02,020342,Thunstetten,4922
BE,0344,Ursenbach,02,020344,Kleindietwil,4936
BE,0344,Ursenbach,02,020344,Ursenbach,4937
BE,0344,Ursenbach,02,020344,Walterswil BE,4942
BE,0344,Ursenbach,02,020344,Oeschenbach,4943
BE,0345,Wynau,02,020345,Wynau,4923
BE,0351,Bern,02,020351,Bern,3004
BE,0351,Bern,02,020351,Bern,3005
BE,0351,Bern,02,020351,Bern,3006
BE,0351,Bern,02,020351,Bern,3007
BE,0351,Bern,02,020351,Bern,3008
BE,0351,Bern,02,020351,Bern,3010
BE,0351,Bern,02,020351,Bern,3011
BE,0351,Bern,02,020351,Bern,3012
BE,0351,Bern,02,020351,Bern,3013
BE,0351,Bern,02,020351,Bern,3014
BE,0351,Bern,02,020351,Bern,3015
BE,0351,Bern,02,020351,Bern,3018
BE,0351,Bern,02,020351,Bern,3019
BE,0351,Bern,02,020351,Bern,3020
BE,0351,Bern,02,020351,Bern,3027
BE,0351,Bern,02,020351,Hinterkappelen,3032
BE,0351,Bern,02,020351,Herrenschwanden,3037
BE,0351,Bern,02,020351,Worblaufen,3048
BE,0351,Bern,02,020351,Ittigen,3063
BE,0351,Bern,02,020351,Ostermundigen,3072
BE,0351,Bern,02,020351,Gümligen,3073
BE,0351,Bern,02,020351,Wabern,3084
BE,0351,Bern,02,020351,Liebefeld,3097
