account,city_name,result,identifier,population,currency,chart_of_account,country_iso,date
342,Courgenay,0,266784,2435,CHF,MCH2,CH,31.12.2022
342,Courtedoux,0,266785,786,CHF,MCH2,CH,31.12.2022
342,Fahy,0,266789,333,CHF,MCH2,CH,31.12.2022
342,Fontenais,0,266790,1674,CHF,MCH2,CH,31.12.2022
342,Grandfontaine,0,266792,391,CHF,MCH2,CH,31.12.2022
342,Haute-Ajoie,0,266809,1052,CHF,MCH2,CH,31.12.2022
342,Porrentruy,0,266800,24123,CHF,MCH2,CH,31.12.2022
342,Vendlincourt,0,266806,546,CHF,MCH2,CH,31.12.2022
342,Delémont,15.64,266711,39309,CHF,MCH2,CH,31.12.2022
342,Porrentruy,0,266800,24123,CHF,MCH2,CH,31.12.2022
343,Boécourt,0,266702,951,CHF,MCH2,CH,31.12.2022
343,Bourrignon,9181.59,266703,258,CHF,MCH2,CH,31.12.2022
343,Courchapoix,23573.4,266706,441,CHF,MCH2,CH,31.12.2022
343,Courrendlin,162516.93,266708,3686,CHF,MCH2,CH,31.12.2022
343,Courroux,16060.61,266709,3313,CHF,MCH2,CH,31.12.2022
343,Courtételle,60179.27,266710,2654,CHF,MCH2,CH,31.12.2022
343,Delémont,347614.65,266711,39309,CHF,MCH2,CH,31.12.2022
343,Develier,8620.1,266712,1360,CHF,MCH2,CH,31.12.2022
343,Ederswiler,0,266713,112,CHF,MCH2,CH,31.12.2022
343,Haute-Sorne,75817.45,266729,7319,CHF,MCH2,CH,31.12.2022
343,Mervelier,8452.75,266715,522,CHF,MCH2,CH,31.12.2022
343,Mettembert,2314.85,266716,106,CHF,MCH2,CH,31.12.2022
343,Movelier,14081.3,266718,425,CHF,MCH2,CH,31.12.2022
343,Pleigne,1109.95,266719,350,CHF,MCH2,CH,31.12.2022
343,Rossemaison,8579.4,266721,733,CHF,MCH2,CH,31.12.2022
343,Saulcy,5381.99,266722,270,CHF,MCH2,CH,31.12.2022
343,Soyhières,10640.35,266724,417,CHF,MCH2,CH,31.12.2022
343,Val Terbi,19387.86,266730,3285,CHF,MCH2,CH,31.12.2022
343,Les Bois,0,266742,1258,CHF,MCH2,CH,31.12.2022
343,Les Breuleux,6621.15,266743,1524,CHF,MCH2,CH,31.12.2022
343,Les Enfers,8120.6,266745,156,CHF,MCH2,CH,31.12.2022
343,Montfaucon,0,266751,551,CHF,MCH2,CH,31.12.2022
343,Muriaux,73738.1,266753,511,CHF,MCH2,CH,31.12.2022
343,Le Noirmont,39582.55,266754,1902,CHF,MCH2,CH,31.12.2022
343,Saignelégier,21541.75,266757,2575,CHF,MCH2,CH,31.12.2022
343,Saint-Brais,82.25,266758,228,CHF,MCH2,CH,31.12.2022
343,Soubey,26979.25,266759,118,CHF,MCH2,CH,31.12.2022
343,Alle,19964.5,266771,1882,CHF,MCH2,CH,31.12.2022
343,La Baroche,56815,266810,1114,CHF,MCH2,CH,31.12.2022
343,Basse-Allaine,22414.1,266807,1217,CHF,MCH2,CH,31.12.2022
343,Boncourt,150065.95,266774,1205,CHF,MCH2,CH,31.12.2022
343,Bure,0,266778,631,CHF,MCH2,CH,31.12.2022
343,Clos du Doubs,179370.25,266808,1275,CHF,MCH2,CH,31.12.2022
343,Coeuve,6316.67,266781,718,CHF,MCH2,CH,31.12.2022
343,Cornol,46764.65,266782,1018,CHF,MCH2,CH,31.12.2022
343,Courchavon,0,266783,293,CHF,MCH2,CH,31.12.2022
343,Courgenay,0,266784,2435,CHF,MCH2,CH,31.12.2022
343,Courtedoux,14884.75,266785,786,CHF,MCH2,CH,31.12.2022
343,Fahy,0,266789,333,CHF,MCH2,CH,31.12.2022
343,Fontenais,7440.35,266790,1674,CHF,MCH2,CH,31.12.2022
343,Grandfontaine,5017.85,266792,391,CHF,MCH2,CH,31.12.2022
343,Haute-Ajoie,29912.35,266809,1052,CHF,MCH2,CH,31.12.2022
343,Porrentruy,97606.05,266800,24123,CHF,MCH2,CH,31.12.2022
343,Vendlincourt,18949.2,266806,546,CHF,MCH2,CH,31.12.2022
343,Delémont,794157.7999999999,266711,39309,CHF,MCH2,CH,31.12.2022
343,Porrentruy,661358.12,266800,24123,CHF,MCH2,CH,31.12.2022
344,Boécourt,0,266702,951,CHF,MCH2,CH,31.12.2022
344,Bourrignon,87320,266703,258,CHF,MCH2,CH,31.12.2022
344,Courchapoix,0,266706,441,CHF,MCH2,CH,31.12.2022
344,Courrendlin,0,266708,3686,CHF,MCH2,CH,31.12.2022
344,Courroux,0,266709,3313,CHF,MCH2,CH,31.12.2022
344,Courtételle,790.64,266710,2654,CHF,MCH2,CH,31.12.2022
344,Delémont,0,266711,39309,CHF,MCH2,CH,31.12.2022
344,Develier,0,266712,1360,CHF,MCH2,CH,31.12.2022
344,Ederswiler,0,266713,112,CHF,MCH2,CH,31.12.2022
344,Haute-Sorne,0,266729,7319,CHF,MCH2,CH,31.12.2022
344,Mervelier,0,266715,522,CHF,MCH2,CH,31.12.2022
344,Mettembert,0,266716,106,CHF,MCH2,CH,31.12.2022
344,Movelier,0,266718,425,CHF,MCH2,CH,31.12.2022
344,Pleigne,0,266719,350,CHF,MCH2,CH,31.12.2022
344,Rossemaison,920.25,266721,733,CHF,MCH2,CH,31.12.2022
344,Saulcy,0,266722,270,CHF,MCH2,CH,31.12.2022
344,Soyhières,0,266724,417,CHF,MCH2,CH,31.12.2022
344,Val Terbi,0,266730,3285,CHF,MCH2,CH,31.12.2022
344,Les Bois,0,266742,1258,CHF,MCH2,CH,31.12.2022
344,Les Breuleux,0,266743,1524,CHF,MCH2,CH,31.12.2022
344,Les Enfers,0,266745,156,CHF,MCH2,CH,31.12.2022
344,Montfaucon,0,266751,551,CHF,MCH2,CH,31.12.2022
344,Muriaux,0,266753,511,CHF,MCH2,CH,31.12.2022
344,Le Noirmont,0,266754,1902,CHF,MCH2,CH,31.12.2022
344,Saignelégier,0,266757,2575,CHF,MCH2,CH,31.12.2022
344,Saint-Brais,0,266758,228,CHF,MCH2,CH,31.12.2022
344,Soubey,3103,266759,118,CHF,MCH2,CH,31.12.2022
344,Alle,0,266771,1882,CHF,MCH2,CH,31.12.2022
344,La Baroche,0,266810,1114,CHF,MCH2,CH,31.12.2022
344,Basse-Allaine,0,266807,1217,CHF,MCH2,CH,31.12.2022
344,Boncourt,0,266774,1205,CHF,MCH2,CH,31.12.2022
344,Bure,0,266778,631,CHF,MCH2,CH,31.12.2022
344,Clos du Doubs,0,266808,1275,CHF,MCH2,CH,31.12.2022
344,Coeuve,0,266781,718,CHF,MCH2,CH,31.12.2022
344,Cornol,0,266782,1018,CHF,MCH2,CH,31.12.2022
344,Courchavon,0,266783,293,CHF,MCH2,CH,31.12.2022
344,Courgenay,0,266784,2435,CHF,MCH2,CH,31.12.2022
344,Courtedoux,0,266785,786,CHF,MCH2,CH,31.12.2022
344,Fahy,0,266789,333,CHF,MCH2,CH,31.12.2022
344,Fontenais,0,266790,1674,CHF,MCH2,CH,31.12.2022
344,Grandfontaine,0,266792,391,CHF,MCH2,CH,31.12.2022
344,Haute-Ajoie,2418,266809,1052,CHF,MCH2,CH,31.12.2022
344,Porrentruy,84477,266800,24123,CHF,MCH2,CH,31.12.2022
344,Vendlincourt,0,266806,546,CHF,MCH2,CH,31.12.2022
344,Delémont,89030.89,266711,39309,CHF,MCH2,CH,31.12.2022
344,Porrentruy,87095,266800,24123,CHF,MCH2,CH,31.12.2022
349,Boécourt,0,266702,951,CHF,MCH2,CH,31.12.2022
349,Bourrignon,0.85,266703,258,CHF,MCH2,CH,31.12.2022
349,Courchapoix,0,266706,441,CHF,MCH2,CH,31.12.2022
349,Courrendlin,0,266708,3686,CHF,MCH2,CH,31.12.2022
349,Courroux,0,266709,3313,CHF,MCH2,CH,31.12.2022
349,Courtételle,0,266710,2654,CHF,MCH2,CH,31.12.2022
349,Delémont,0,266711,39309,CHF,MCH2,CH,31.12.2022
349,Develier,4.43,266712,1360,CHF,MCH2,CH,31.12.2022
349,Ederswiler,0,266713,112,CHF,MCH2,CH,31.12.2022
349,Haute-Sorne,0,266729,7319,CHF,MCH2,CH,31.12.2022
349,Mervelier,0,266715,522,CHF,MCH2,CH,31.12.2022
349,Mettembert,0,266716,106,CHF,MCH2,CH,31.12.2022
349,Movelier,0,266718,425,CHF,MCH2,CH,31.12.2022
349,Pleigne,0,266719,350,CHF,MCH2,CH,31.12.2022
349,Rossemaison,0,266721,733,CHF,MCH2,CH,31.12.2022
349,Saulcy,0,266722,270,CHF,MCH2,CH,31.12.2022
349,Soyhières,0,266724,417,CHF,MCH2,CH,31.12.2022
349,Val Terbi,-61,266730,3285,CHF,MCH2,CH,31.12.2022
349,Les Bois,0,266742,1258,CHF,MCH2,CH,31.12.2022
349,Les Breuleux,0,266743,1524,CHF,MCH2,CH,31.12.2022
349,Les Enfers,2609.35,266745,156,CHF,MCH2,CH,31.12.2022
349,Montfaucon,0,266751,551,CHF,MCH2,CH,31.12.2022
349,Muriaux,0,266753,511,CHF,MCH2,CH,31.12.2022
349,Le Noirmont,7098.97,266754,1902,CHF,MCH2,CH,31.12.2022
349,Saignelégier,0,266757,2575,CHF,MCH2,CH,31.12.2022
349,Saint-Brais,0.05,266758,228,CHF,MCH2,CH,31.12.2022
349,Soubey,146.5,266759,118,CHF,MCH2,CH,31.12.2022
349,Alle,0,266771,1882,CHF,MCH2,CH,31.12.2022
349,La Baroche,8201.23,266810,1114,CHF,MCH2,CH,31.12.2022
349,Basse-Allaine,0,266807,1217,CHF,MCH2,CH,31.12.2022
349,Boncourt,0,266774,1205,CHF,MCH2,CH,31.12.2022
349,Bure,0,266778,631,CHF,MCH2,CH,31.12.2022
349,Clos du Doubs,0,266808,1275,CHF,MCH2,CH,31.12.2022
349,Coeuve,1566.23,266781,718,CHF,MCH2,CH,31.12.2022
349,Cornol,0,266782,1018,CHF,MCH2,CH,31.12.2022
349,Courchavon,0,266783,293,CHF,MCH2,CH,31.12.2022
349,Courgenay,0,266784,2435,CHF,MCH2,CH,31.12.2022
349,Courtedoux,229.45,266785,786,CHF,MCH2,CH,31.12.2022
349,Fahy,0,266789,333,CHF,MCH2,CH,31.12.2022
349,Fontenais,0,266790,1674,CHF,MCH2,CH,31.12.2022
349,Grandfontaine,0,266792,391,CHF,MCH2,CH,31.12.2022
349,Haute-Ajoie,0,266809,1052,CHF,MCH2,CH,31.12.2022
349,Porrentruy,0,266800,24123,CHF,MCH2,CH,31.12.2022
349,Vendlincourt,2453.2,266806,546,CHF,MCH2,CH,31.12.2022
349,Delémont,-55.72,266711,39309,CHF,MCH2,CH,31.12.2022
349,Porrentruy,17388.46,266800,24123,CHF,MCH2,CH,31.12.2022
350,Boécourt,0,266702,951,CHF,MCH2,CH,31.12.2022
350,Bourrignon,0,266703,258,CHF,MCH2,CH,31.12.2022
350,Courchapoix,0,266706,441,CHF,MCH2,CH,31.12.2022
350,Courrendlin,12819.55,266708,3686,CHF,MCH2,CH,31.12.2022
350,Courroux,0,266709,3313,CHF,MCH2,CH,31.12.2022
350,Courtételle,0,266710,2654,CHF,MCH2,CH,31.12.2022
350,Delémont,0,266711,39309,CHF,MCH2,CH,31.12.2022
350,Develier,0,266712,1360,CHF,MCH2,CH,31.12.2022
350,Ederswiler,19000,266713,112,CHF,MCH2,CH,31.12.2022
350,Haute-Sorne,0,266729,7319,CHF,MCH2,CH,31.12.2022
350,Mervelier,0,266715,522,CHF,MCH2,CH,31.12.2022
350,Mettembert,0,266716,106,CHF,MCH2,CH,31.12.2022
350,Movelier,0,266718,425,CHF,MCH2,CH,31.12.2022
350,Pleigne,0,266719,350,CHF,MCH2,CH,31.12.2022
350,Rossemaison,0,266721,733,CHF,MCH2,CH,31.12.2022
350,Saulcy,0,266722,270,CHF,MCH2,CH,31.12.2022
350,Soyhières,0,266724,417,CHF,MCH2,CH,31.12.2022
350,Val Terbi,0,266730,3285,CHF,MCH2,CH,31.12.2022
350,Les Bois,0,266742,1258,CHF,MCH2,CH,31.12.2022
350,Les Breuleux,0,266743,1524,CHF,MCH2,CH,31.12.2022
350,Les Enfers,0,266745,156,CHF,MCH2,CH,31.12.2022
350,Montfaucon,0,266751,551,CHF,MCH2,CH,31.12.2022
350,Muriaux,0,266753,511,CHF,MCH2,CH,31.12.2022
350,Le Noirmont,0,266754,1902,CHF,MCH2,CH,31.12.2022
350,Saignelégier,0,266757,2575,CHF,MCH2,CH,31.12.2022
350,Saint-Brais,105.25,266758,228,CHF,MCH2,CH,31.12.2022
350,Soubey,0,266759,118,CHF,MCH2,CH,31.12.2022
350,Alle,0,266771,1882,CHF,MCH2,CH,31.12.2022
350,La Baroche,0,266810,1114,CHF,MCH2,CH,31.12.2022
350,Basse-Allaine,0,266807,1217,CHF,MCH2,CH,31.12.2022
350,Boncourt,0,266774,1205,CHF,MCH2,CH,31.12.2022
350,Bure,0,266778,631,CHF,MCH2,CH,31.12.2022
350,Clos du Doubs,0,266808,1275,CHF,MCH2,CH,31.12.2022
350,Coeuve,0,266781,718,CHF,MCH2,CH,31.12.2022
350,Cornol,20000,266782,1018,CHF,MCH2,CH,31.12.2022
350,Courchavon,0,266783,293,CHF,MCH2,CH,31.12.2022
350,Courgenay,15433.45,266784,2435,CHF,MCH2,CH,31.12.2022
350,Courtedoux,0,266785,786,CHF,MCH2,CH,31.12.2022
350,Fahy,0,266789,333,CHF,MCH2,CH,31.12.2022
350,Fontenais,0,266790,1674,CHF,MCH2,CH,31.12.2022
350,Grandfontaine,0,266792,391,CHF,MCH2,CH,31.12.2022
350,Haute-Ajoie,0,266809,1052,CHF,MCH2,CH,31.12.2022
350,Porrentruy,0,266800,24123,CHF,MCH2,CH,31.12.2022
350,Vendlincourt,0,266806,546,CHF,MCH2,CH,31.12.2022
350,Delémont,31819.55,266711,39309,CHF,MCH2,CH,31.12.2022
350,Porrentruy,35433.45,266800,24123,CHF,MCH2,CH,31.12.2022
351,Boécourt,13669.95,266702,951,CHF,MCH2,CH,31.12.2022
351,Bourrignon,22425.32,266703,258,CHF,MCH2,CH,31.12.2022
351,Courchapoix,0,266706,441,CHF,MCH2,CH,31.12.2022
351,Courrendlin,274299,266708,3686,CHF,MCH2,CH,31.12.2022
351,Courroux,8240.7,266709,3313,CHF,MCH2,CH,31.12.2022
351,Courtételle,29873.4,266710,2654,CHF,MCH2,CH,31.12.2022
351,Delémont,0,266711,39309,CHF,MCH2,CH,31.12.2022
351,Develier,94598.63,266712,1360,CHF,MCH2,CH,31.12.2022
351,Ederswiler,0,266713,112,CHF,MCH2,CH,31.12.2022
351,Haute-Sorne,998890,266729,7319,CHF,MCH2,CH,31.12.2022
351,Mervelier,0,266715,522,CHF,MCH2,CH,31.12.2022
351,Mettembert,0,266716,106,CHF,MCH2,CH,31.12.2022
351,Movelier,0,266718,425,CHF,MCH2,CH,31.12.2022
351,Pleigne,0,266719,350,CHF,MCH2,CH,31.12.2022
351,Rossemaison,0,266721,733,CHF,MCH2,CH,31.12.2022
351,Saulcy,0,266722,270,CHF,MCH2,CH,31.12.2022
351,Soyhières,0,266724,417,CHF,MCH2,CH,31.12.2022
351,Val Terbi,0,266730,3285,CHF,MCH2,CH,31.12.2022
351,Les Bois,323.15,266742,1258,CHF,MCH2,CH,31.12.2022
351,Les Breuleux,122878,266743,1524,CHF,MCH2,CH,31.12.2022
351,Les Enfers,8938.8,266745,156,CHF,MCH2,CH,31.12.2022
351,Montfaucon,16453.51,266751,551,CHF,MCH2,CH,31.12.2022
351,Muriaux,0,266753,511,CHF,MCH2,CH,31.12.2022
351,Le Noirmont,32708.1,266754,1902,CHF,MCH2,CH,31.12.2022
351,Saignelégier,83053.6,266757,2575,CHF,MCH2,CH,31.12.2022
351,Saint-Brais,1481.35,266758,228,CHF,MCH2,CH,31.12.2022
351,Soubey,3000,266759,118,CHF,MCH2,CH,31.12.2022
351,Alle,2696.1,266771,1882,CHF,MCH2,CH,31.12.2022
351,La Baroche,44906.47,266810,1114,CHF,MCH2,CH,31.12.2022
351,Basse-Allaine,8438.27,266807,1217,CHF,MCH2,CH,31.12.2022
351,Boncourt,0,266774,1205,CHF,MCH2,CH,31.12.2022
351,Bure,1740,266778,631,CHF,MCH2,CH,31.12.2022
351,Clos du Doubs,250436.1,266808,1275,CHF,MCH2,CH,31.12.2022
351,Coeuve,114117.9,266781,718,CHF,MCH2,CH,31.12.2022
351,Cornol,235280,266782,1018,CHF,MCH2,CH,31.12.2022
351,Courchavon,1402.95,266783,293,CHF,MCH2,CH,31.12.2022
351,Courgenay,192938.14,266784,2435,CHF,MCH2,CH,31.12.2022
351,Courtedoux,16960,266785,786,CHF,MCH2,CH,31.12.2022
351,Fahy,0,266789,333,CHF,MCH2,CH,31.12.2022
351,Fontenais,1391.7,266790,1674,CHF,MCH2,CH,31.12.2022
351,Grandfontaine,1144.44,266792,391,CHF,MCH2,CH,31.12.2022
351,Haute-Ajoie,71263.19,266809,1052,CHF,MCH2,CH,31.12.2022
351,Porrentruy,13630.41,266800,24123,CHF,MCH2,CH,31.12.2022
351,Vendlincourt,10517.29,266806,546,CHF,MCH2,CH,31.12.2022
351,Delémont,1447323.55,266711,39309,CHF,MCH2,CH,31.12.2022
351,Porrentruy,967377.21,266800,24123,CHF,MCH2,CH,31.12.2022
360,Boécourt,5823.35,266702,951,CHF,MCH2,CH,31.12.2022
360,Bourrignon,1540,266703,258,CHF,MCH2,CH,31.12.2022
360,Courchapoix,1020,266706,441,CHF,MCH2,CH,31.12.2022
360,Courrendlin,18033.75,266708,3686,CHF,MCH2,CH,31.12.2022
360,Courroux,120560.35,266709,3313,CHF,MCH2,CH,31.12.2022
360,Courtételle,4420,266710,2654,CHF,MCH2,CH,31.12.2022
360,Delémont,29125.75,266711,39309,CHF,MCH2,CH,31.12.2022
360,Develier,2720,266712,1360,CHF,MCH2,CH,31.12.2022
360,Ederswiler,680,266713,112,CHF,MCH2,CH,31.12.2022
360,Haute-Sorne,93112.3,266729,7319,CHF,MCH2,CH,31.12.2022
360,Mervelier,1340,266715,522,CHF,MCH2,CH,31.12.2022
360,Mettembert,220,266716,106,CHF,MCH2,CH,31.12.2022
360,Movelier,1520,266718,425,CHF,MCH2,CH,31.12.2022
360,Pleigne,1040,266719,350,CHF,MCH2,CH,31.12.2022
360,Rossemaison,6528.85,266721,733,CHF,MCH2,CH,31.12.2022
360,Saulcy,920,266722,270,CHF,MCH2,CH,31.12.2022
360,Soyhières,1440,266724,417,CHF,MCH2,CH,31.12.2022
360,Val Terbi,7280,266730,3285,CHF,MCH2,CH,31.12.2022
360,Les Bois,2304.55,266742,1258,CHF,MCH2,CH,31.12.2022
360,Les Breuleux,0,266743,1524,CHF,MCH2,CH,31.12.2022
360,Les Enfers,2104.5,266745,156,CHF,MCH2,CH,31.12.2022
360,Montfaucon,4235,266751,551,CHF,MCH2,CH,31.12.2022
360,Muriaux,5080,266753,511,CHF,MCH2,CH,31.12.2022
360,Le Noirmont,18750,266754,1902,CHF,MCH2,CH,31.12.2022
360,Saignelégier,23240,266757,2575,CHF,MCH2,CH,31.12.2022
360,Saint-Brais,2275,266758,228,CHF,MCH2,CH,31.12.2022
360,Soubey,3483.25,266759,118,CHF,MCH2,CH,31.12.2022
360,Alle,4525,266771,1882,CHF,MCH2,CH,31.12.2022
360,La Baroche,4400,266810,1114,CHF,MCH2,CH,31.12.2022
360,Basse-Allaine,4665,266807,1217,CHF,MCH2,CH,31.12.2022
360,Boncourt,1120,266774,1205,CHF,MCH2,CH,31.12.2022
360,Bure,1800,266778,631,CHF,MCH2,CH,31.12.2022
360,Clos du Doubs,6475,266808,1275,CHF,MCH2,CH,31.12.2022
360,Coeuve,2410,266781,718,CHF,MCH2,CH,31.12.2022
360,Cornol,3120,266782,1018,CHF,MCH2,CH,31.12.2022
360,Courchavon,1585,266783,293,CHF,MCH2,CH,31.12.2022
360,Courgenay,6000,266784,2435,CHF,MCH2,CH,31.12.2022
360,Courtedoux,1760,266785,786,CHF,MCH2,CH,31.12.2022
360,Fahy,70,266789,333,CHF,MCH2,CH,31.12.2022
360,Fontenais,4945,266790,1674,CHF,MCH2,CH,31.12.2022
360,Grandfontaine,3275,266792,391,CHF,MCH2,CH,31.12.2022
360,Haute-Ajoie,6885,266809,1052,CHF,MCH2,CH,31.12.2022
360,Porrentruy,17530,266800,24123,CHF,MCH2,CH,31.12.2022
360,Vendlincourt,2240,266806,546,CHF,MCH2,CH,31.12.2022
360,Delémont,298804.35,266711,39309,CHF,MCH2,CH,31.12.2022
360,Porrentruy,74667.9,266800,24123,CHF,MCH2,CH,31.12.2022
361,Boécourt,1730003.38,266702,951,CHF,MCH2,CH,31.12.2022
361,Bourrignon,476459.45,266703,258,CHF,MCH2,CH,31.12.2022
361,Courchapoix,743646.4,266706,441,CHF,MCH2,CH,31.12.2022
361,Courrendlin,4724297.73,266708,3686,CHF,MCH2,CH,31.12.2022
361,Courroux,4308067.69,266709,3313,CHF,MCH2,CH,31.12.2022
361,Courtételle,4834795.41,266710,2654,CHF,MCH2,CH,31.12.2022
361,Delémont,18497661.68,266711,39309,CHF,MCH2,CH,31.12.2022
361,Develier,2546451.89,266712,1360,CHF,MCH2,CH,31.12.2022
361,Ederswiler,141150.35,266713,112,CHF,MCH2,CH,31.12.2022
361,Haute-Sorne,11812215.8,266729,7319,CHF,MCH2,CH,31.12.2022
361,Mervelier,869096.42,266715,522,CHF,MCH2,CH,31.12.2022
361,Mettembert,190263.44,266716,106,CHF,MCH2,CH,31.12.2022
361,Movelier,655084.04,266718,425,CHF,MCH2,CH,31.12.2022
361,Pleigne,545345.99,266719,350,CHF,MCH2,CH,31.12.2022
361,Rossemaison,1491743.46,266721,733,CHF,MCH2,CH,31.12.2022
361,Saulcy,444383.69,266722,270,CHF,MCH2,CH,31.12.2022
361,Soyhières,760702.18,266724,417,CHF,MCH2,CH,31.12.2022
361,Val Terbi,4341798.79,266730,3285,CHF,MCH2,CH,31.12.2022
361,Les Bois,2062068.01,266742,1258,CHF,MCH2,CH,31.12.2022
361,Les Breuleux,2369758.9,266743,1524,CHF,MCH2,CH,31.12.2022
361,Les Enfers,260539.86,266745,156,CHF,MCH2,CH,31.12.2022
361,Montfaucon,798007.45,266751,551,CHF,MCH2,CH,31.12.2022
361,Muriaux,994346,266753,511,CHF,MCH2,CH,31.12.2022
361,Le Noirmont,3364191.33,266754,1902,CHF,MCH2,CH,31.12.2022
361,Saignelégier,3178730.67,266757,2575,CHF,MCH2,CH,31.12.2022
361,Saint-Brais,397076.26,266758,228,CHF,MCH2,CH,31.12.2022
361,Soubey,214527.1,266759,118,CHF,MCH2,CH,31.12.2022
361,Alle,4004133.76,266771,1882,CHF,MCH2,CH,31.12.2022
361,La Baroche,1877001.12,266810,1114,CHF,MCH2,CH,31.12.2022
361,Basse-Allaine,2191741.71,266807,1217,CHF,MCH2,CH,31.12.2022
361,Boncourt,1277343.94,266774,1205,CHF,MCH2,CH,31.12.2022
361,Bure,1192764.99,266778,631,CHF,MCH2,CH,31.12.2022
361,Clos du Doubs,2241368.4,266808,1275,CHF,MCH2,CH,31.12.2022
361,Coeuve,1507807.25,266781,718,CHF,MCH2,CH,31.12.2022
361,Cornol,1833219.97,266782,1018,CHF,MCH2,CH,31.12.2022
361,Courchavon,567637.02,266783,293,CHF,MCH2,CH,31.12.2022
361,Courgenay,5212640.25,266784,2435,CHF,MCH2,CH,31.12.2022
361,Courtedoux,1373001.13,266785,786,CHF,MCH2,CH,31.12.2022
361,Fahy,537273.8,266789,333,CHF,MCH2,CH,31.12.2022
361,Fontenais,3042432.09,266790,1674,CHF,MCH2,CH,31.12.2022
361,Grandfontaine,770575.38,266792,391,CHF,MCH2,CH,31.12.2022
361,Haute-Ajoie,1997511.85,266809,1052,CHF,MCH2,CH,31.12.2022
361,Porrentruy,9100282.78,266800,24123,CHF,MCH2,CH,31.12.2022
361,Vendlincourt,1071138.3,266806,546,CHF,MCH2,CH,31.12.2022
361,Delémont,59950024.73,266711,39309,CHF,MCH2,CH,31.12.2022
361,Porrentruy,42030605.779999994,266800,24123,CHF,MCH2,CH,31.12.2022
362,Boécourt,38535,266702,951,CHF,MCH2,CH,31.12.2022
362,Bourrignon,6399,266703,258,CHF,MCH2,CH,31.12.2022
362,Courchapoix,0,266706,441,CHF,MCH2,CH,31.12.2022
362,Courrendlin,144150,266708,3686,CHF,MCH2,CH,31.12.2022
362,Courroux,132354,266709,3313,CHF,MCH2,CH,31.12.2022
362,Courtételle,212945,266710,2654,CHF,MCH2,CH,31.12.2022
362,Delémont,426800.5,266711,39309,CHF,MCH2,CH,31.12.2022
362,Develier,54924,266712,1360,CHF,MCH2,CH,31.12.2022
362,Ederswiler,599.97,266713,112,CHF,MCH2,CH,31.12.2022
362,Haute-Sorne,226089,266729,7319,CHF,MCH2,CH,31.12.2022
362,Mervelier,0,266715,522,CHF,MCH2,CH,31.12.2022
362,Mettembert,3413,266716,106,CHF,MCH2,CH,31.12.2022
362,Movelier,0,266718,425,CHF,MCH2,CH,31.12.2022
362,Pleigne,0,266719,350,CHF,MCH2,CH,31.12.2022
362,Rossemaison,27562,266721,733,CHF,MCH2,CH,31.12.2022
362,Saulcy,4037,266722,270,CHF,MCH2,CH,31.12.2022
362,Soyhières,17492,266724,417,CHF,MCH2,CH,31.12.2022
362,Val Terbi,0,266730,3285,CHF,MCH2,CH,31.12.2022
362,Les Bois,0,266742,1258,CHF,MCH2,CH,31.12.2022
362,Les Breuleux,3565766,266743,1524,CHF,MCH2,CH,31.12.2022
362,Les Enfers,0,266745,156,CHF,MCH2,CH,31.12.2022
362,Montfaucon,0,266751,551,CHF,MCH2,CH,31.12.2022
362,Muriaux,117790,266753,511,CHF,MCH2,CH,31.12.2022
362,Le Noirmont,314160,266754,1902,CHF,MCH2,CH,31.12.2022
362,Saignelégier,0,266757,2575,CHF,MCH2,CH,31.12.2022
362,Saint-Brais,0,266758,228,CHF,MCH2,CH,31.12.2022
362,Soubey,0,266759,118,CHF,MCH2,CH,31.12.2022
362,Alle,0,266771,1882,CHF,MCH2,CH,31.12.2022
362,La Baroche,110521,266810,1114,CHF,MCH2,CH,31.12.2022
362,Basse-Allaine,0,266807,1217,CHF,MCH2,CH,31.12.2022
362,Boncourt,1442298,266774,1205,CHF,MCH2,CH,31.12.2022
362,Bure,20616,266778,631,CHF,MCH2,CH,31.12.2022
362,Clos du Doubs,0,266808,1275,CHF,MCH2,CH,31.12.2022
362,Coeuve,0,266781,718,CHF,MCH2,CH,31.12.2022
362,Cornol,0,266782,1018,CHF,MCH2,CH,31.12.2022
362,Courchavon,341674,266783,293,CHF,MCH2,CH,31.12.2022
362,Courgenay,0,266784,2435,CHF,MCH2,CH,31.12.2022
362,Courtedoux,0,266785,786,CHF,MCH2,CH,31.12.2022
362,Fahy,0,266789,333,CHF,MCH2,CH,31.12.2022
362,Fontenais,54004,266790,1674,CHF,MCH2,CH,31.12.2022
362,Grandfontaine,6034,266792,391,CHF,MCH2,CH,31.12.2022
362,Haute-Ajoie,8093,266809,1052,CHF,MCH2,CH,31.12.2022
362,Porrentruy,679030,266800,24123,CHF,MCH2,CH,31.12.2022
362,Vendlincourt,0,266806,546,CHF,MCH2,CH,31.12.2022
362,Delémont,1295300.47,266711,39309,CHF,MCH2,CH,31.12.2022
362,Porrentruy,2672609,266800,24123,CHF,MCH2,CH,31.12.2022
363,Boécourt,553705.75,266702,951,CHF,MCH2,CH,31.12.2022
363,Bourrignon,229359.3,266703,258,CHF,MCH2,CH,31.12.2022
363,Courchapoix,254348.9,266706,441,CHF,MCH2,CH,31.12.2022
363,Courrendlin,2676470.34,266708,3686,CHF,MCH2,CH,31.12.2022
363,Courroux,2084111.43,266709,3313,CHF,MCH2,CH,31.12.2022
